bandgap_target,SLICES,poscar,novelty
4.0,Rb Rb Ga Tl F F F F F F 0 6 ooo 0 6 ooo 0 9 ooo 0 8 ooo 0 4 ooo 0 4 ooo 1 9 ooo 1 5 o+o 1 7 oo+ 1 8 o+o 1 7 ooo 1 6 +oo 1 9 o+o 1 5 +oo 1 4 oo+ 1 4 o+o 1 5 ooo 1 6 +oo 1 8 ooo 1 8 oo+ 1 7 ooo 1 7 +oo 1 6 ooo 1 4 oo+ 2 8 oo- 2 7 ooo 2 6 o-o 2 9 ooo 2 5 ooo 2 4 ooo 3 4 --o 3 5 -o- 3 9 -oo 3 6 o-- 3 7 o-o 3 8 oo-,Rb2 Tl1 Ga1 F6\n1.0\n   5.1336851460463890    0.0000000000000000    0.0000000000000000\n   0.2554653219016364    6.1101477011496979    0.0000000000000000\n   0.4666588434687533    0.6655801464154052    6.7628869437550074\nRb Tl Ga F\n2 1 1 6\ndirect\n   0.9449531408777583    0.6423362144779650    0.8949455662589449 Rb\n   0.8540346731012689    0.1264946339998737    0.3578280057804821 Rb\n   0.4399128402031948    0.1398121818839084    0.8709245019544598 Tl\n   0.3791298534900407    0.5905298838963614    0.3456907119906878 Ga\n   0.8815533807936673    0.1697445905704953    0.9524738871427505 F\n   0.4094475263903093    0.4051573016850882    0.1342391409472090 F\n   0.2292266114201412    0.8115461605687200    0.1703886475686591 F\n   0.7384482632816138    0.5934931217036405    0.3572541268717334 F\n   0.2529340621973829    0.3521872237654236    0.5090740085170489 F\n   0.2757909307347458    0.7694441718028253    0.5488484530104509 F\n,1
4.0,Ba Zn Si Si Si O O O O O O O O O 0 11 --- 0 10 --o 0 10 -o- 0 9 --- 0 9 -oo 0 9 o-- 0 5 o-o 0 5 o-- 0 5 -o- 0 8 oo- 0 6 -oo 0 4 ooo 1 4 ooo 1 8 o-o 1 8 ooo 1 12 ooo 1 7 o-o 1 5 o-o 1 13 ooo 1 11 o-o 1 10 ooo 2 6 -oo 2 6 -oo 2 13 ooo 2 12 ooo 2 9 ooo 2 11 ooo 3 7 ooo 3 5 ooo 3 13 ooo 4 11 ooo 4 12 ooo 5 10 ooo 5 13 ooo,Ba1 Zn1 Si3 O9\n1.0\n   4.9687424543977965    0.0000000000000000    0.0000000000000000\n   2.2946947095248995    4.4296700152059083    0.0000000000000000\n   2.3667765647050869    1.1730222804874553   11.3628122257545190\nBa Zn Si O\n1 1 3 9\ndirect\n   0.1999047702039881    0.7186722746618821    0.8553782124923419 Ba\n   0.9825076168688561    0.7785021595143575    0.1541164710612734 Zn\n   0.4267357101505106    0.1751946203217629    0.6033558489032113 Si\n   0.4226992553479214    0.0915904134263472    0.0623967376419293 Si\n   0.8594482036954321    0.4997366653235787    0.6193090799071153 Si\n   0.4764547589419907    0.9549682281389145    0.5005789710525120 O\n   0.6567389759034625    0.8198229118414875    0.6806075116869496 O\n   0.6456795524902390    0.0414488499974207    0.9363491178218707 O\n   0.5587932957579363    0.9086847435709720    0.1851515969294436 O\n   0.1126330185900627    0.2555026114632737    0.7127092956243742 O\n   0.6423544645647528    0.3473345136786306    0.6060838541958788 O\n   0.1537785035113273    0.4758713855553768    0.5169270362912387 O\n   0.1498410680330492    0.0194388995456030    0.0406011258413183 O\n   0.2852035889255272    0.4502677429959444    0.0791338395559944 O\n,1
4.0,Gd Gd Gd Gd Tm Tm In In O O O O O O O O O O O O 0 17 o-o 0 19 ooo 0 18 ooo 0 13 o-o 0 16 ooo 0 12 +oo 0 14 +-o 0 10 +oo 1 16 ooo 1 12 ooo 1 9 ooo 1 11 ooo 1 15 ooo 1 8 ooo 1 17 ooo 1 19 ooo 2 14 ooo 2 8 ooo 2 15 oo+ 2 13 ooo 2 10 ooo 2 11 ooo 3 18 oo+ 3 9 ooo 3 12 ooo 3 18 oo+ 3 13 o+o 3 17 ooo 4 8 o-o 4 19 oo- 4 17 ooo 4 8 o-- 4 16 oo- 4 11 o-o 4 10 ooo 5 14 ooo 5 15 oo- 5 19 ooo 5 18 oo- 5 9 ooo 5 11 +o- 5 10 ooo 6 12 --o 6 18 --o 6 13 -o- 6 8 o-o 6 15 ooo 6 16 ooo 7 11 -oo 7 19 -oo 7 10 -oo 7 14 ooo 7 17 ooo 7 17 ooo 7 18 ooo 7 9 ooo,Gd4 Tm2 In2 O12\n1.0\n   5.4936870791334762    0.0000000000000000    0.0000000000000000\n   0.6053468520230966    9.0749663570406316    0.0000000000000000\n   0.9581187552574792    2.8375513422043599   10.3694041475497318\nGd Tm In O\n4 2 2 12\ndirect\n   0.8111996364395455    0.8771297572880503    0.0503924576483805 Gd\n   0.7308116643126201    0.5051543934999533    0.0813820375587180 Gd\n   0.2265392106663942    0.1859399732058387    0.0674784790831158 Gd\n   0.6112366906189288    0.1263611564652063    0.2760085947987095 Gd\n   0.9007507995136880    0.8668017467286162    0.7646513063405047 Tm\n   0.5312222688649288    0.7205907491900200    0.3849033408576266 Tm\n   0.9886142936517900    0.8687242632976424    0.4563004272708582 In\n   0.0152882985522769    0.1916781111502762    0.4530849948171831 In\n   0.5253007888223741    0.9257892881756924    0.7826041468055551 O\n   0.8924429581434657    0.6947539493296074    0.9382484025031834 O\n   0.6944062317657651    0.6712810449175285    0.1921439085027465 O\n   0.6175316029932503    0.9225467049095217    0.4481916282904621 O\n   0.4362976672624489    0.3411301023443681    0.9553361384148640 O\n   0.4547555059162230    0.9791184142684843    0.1763052697129894 O\n   0.6384391441156266    0.9807072357524522    0.8771315695641990 O\n   0.1838714918808696    0.7418432015159940    0.6829249648319498 O\n   0.8529414545833998    0.2572439383385537    0.1211952517519210 O\n   0.5855600574615532    0.4799824373775957    0.4685695298464596 O\n   0.1939463186700729    0.9117284302206285    0.6027566866202192 O\n   0.3535643698874796    0.5507281019929834    0.5211513262958236 O\n,1
4.0,Rb Rb Zn F F F F 0 6 oo- 0 6 o+o 0 6 +oo 0 6 +++ 0 3 oo- 0 3 o+o 0 3 +oo 0 3 oo- 0 4 +oo 0 4 oo- 0 4 o+o 0 5 oo- 0 5 +oo 1 5 oo- 1 5 o+o 1 5 oo- 1 4 +oo 1 4 ooo 1 4 +++ 1 4 oo- 1 6 +oo 1 6 ++o 1 3 +oo 1 3 oo- 1 3 o+o 1 6 --- 1 5 -oo 1 4 o-o 2 4 oo+ 2 3 ooo 2 3 --o 2 3 -oo 2 3 o-o 2 5 ooo,Rb2 Zn1 F4\n1.0\n  -4.9454417317095549    0.0000000000000000    0.0000000000000000\n  -0.0482239223000100   -5.5827959884435456    0.0000000000000000\n   1.3664716373961077    0.9546692968729010    5.6168822359346828\nRb Zn F\n2 1 4\ndirect\n   0.5841526547376366    0.6883749872462105    0.3845078231712951 Rb\n   0.2975266949637980    0.3138641886242137    0.7331049121835391 Rb\n   0.9011977603741209    0.0984603186872945    0.2261057110270492 Zn\n   0.0653306903180293    0.3479091995320296    0.1176248538632267 F\n   0.5530435391318100    0.9549074647026476    0.0121017236880869 F\n   0.6811888037122813    0.2535343407874660    0.4879268165943209 F\n   0.0964956408479054    0.9016573768536731    0.4471985716124913 F\n,1
4.0,Mg Mg Cr Cr F F F F F F F F 0 6 ooo 0 4 ooo 0 8 ooo 0 11 ooo 0 5 ooo 0 9 ooo 1 7 --o 1 10 -oo 1 10 -o+ 1 5 o-o 1 9 ooo 1 4 ooo 2 8 ooo 2 6 ooo 2 7 ooo 2 5 ooo 2 10 ooo 2 9 ooo 3 5 oo- 3 7 oo- 3 11 ooo 3 4 o+o 3 6 oo- 3 8 ooo,Mg2 Cr2 F8\n1.0\n   5.2772016957155925    0.0000000000000000    0.0000000000000000\n  -2.3721776848946194    5.0325617131514591    0.0000000000000000\n  -0.2274378853418711   -1.4308536170888138    6.1836952402461378\nMg Cr F\n2 2 8\ndirect\n   0.9699756152430334    0.0004003527858358    0.8578881995060772 Mg\n   0.4472682136094829    0.9151510198744153    0.0941873156392282 Mg\n   0.9522947161847242    0.9268656574982812    0.3495095992346653 Cr\n   0.6532846498605389    0.4048842665143033    0.7048761470731936 Cr\n   0.3976715103770673    0.1636871569210141    0.8905240490213983 F\n   0.5408738222683316    0.7076256524526541    0.2688352460642539 F\n   0.9546302508314259    0.7274623251103465    0.5938428231405019 F\n   0.5484272675256624    0.7195041632191352    0.8271181322574389 F\n   0.8774104392015670    0.1474321041130406    0.1340412661869339 F\n   0.0332005353557176    0.7340863978370490    0.0183434302339566 F\n   0.3777079624883743    0.1332306129567055    0.3703397959007095 F\n   0.8949175141391077    0.2015320035976144    0.6658678144953672 F\n,1
4.0,K Na Na Na P P O O O O O O O O 0 8 ooo 0 12 ooo 0 11 o+o 0 9 o+o 0 13 ooo 0 7 +oo 0 6 ooo 0 3 oo+ 1 6 ooo 1 6 oo+ 1 2 o+o 1 2 +oo 1 10 ++o 1 3 ooo 1 13 ooo 2 12 ooo 2 11 ooo 2 7 o-o 2 7 oo- 3 11 -oo 3 8 ooo 3 10 ooo 3 9 ooo 4 10 -oo 4 6 ooo 4 13 ooo 5 7 oo+ 5 12 o-o 5 11 ooo 5 9 ooo,K1 Na3 P2 O8\n1.0\n   4.8649572909060170    0.0000000000000000    0.0000000000000000\n   2.2343482905572181    4.5953415548180709    0.0000000000000000\n   0.9379233518597543    0.5877152933836852    9.7562058043194106\nK Na P O\n1 3 2 8\ndirect\n   0.8523385658425574    0.2106838780322979    0.0137505003389872 K\n   0.8410657893629043    0.2421443298923853    0.0288403958876184 Na\n   0.1280081154792428    0.6216225688230328    0.6420420632913375 Na\n   0.1411827477598828    0.6676504695091490    0.6345814303832324 Na\n   0.4860433803068457    0.7860331132591998    0.3115438133226718 P\n   0.5000559142499625    0.9988286163579093    0.8219550531492248 P\n   0.4820723841845493    0.6841034381520976    0.8584793323954135 O\n   0.3168627665694266    0.1337860646205118    0.6952822517820960 O\n   0.4970522780413989    0.6228409226491844    0.1644290761868847 O\n   0.3528399228634683    0.1576201625789733    0.9541300925992630 O\n   0.8408028059159756    0.9311718674284852    0.8098863858169318 O\n   0.8176998869581383    0.5825472292891183    0.2134728933332193 O\n   0.6192029654436508    0.5346843890597947    0.7270166032714229 O\n   0.4219971069642847    0.6067278469363260    0.4329434427493910 O\n,1
4.0,La La B B O O O O O O 0 4 ooo 0 5 oo+ 0 8 +oo 0 6 ooo 0 9 +oo 0 7 oo+ 1 4 oo- 1 8 -oo 1 5 oo- 1 9 o-o 1 6 -oo 1 7 -oo 1 5 oo- 1 9 ooo 2 7 --o 2 6 ooo 2 4 o-o 2 8 -oo 2 5 o-o 2 7 -oo 3 6 ooo 3 8 ooo 3 4 ooo 3 9 ooo,La2 B2 O6\n1.0\n   3.5842052914285425    0.0000000000000000    0.0000000000000000\n  -1.7544367370224061   -6.1840534360768400    0.0000000000000000\n  -1.5582622479331421    0.2788132015898737   -6.6144494599345753\nLa B O\n2 2 6\ndirect\n   0.8734758938634063    0.1195608495052893    0.2906034889919917 La\n   0.3193704221682496    0.7433883290872496    0.6585497335859314 La\n   0.4791577750567247    0.5640212455382028    0.2296298304890493 B\n   0.6918993514217420    0.2254340317861417    0.7669613230579392 B\n   0.7376762073905226    0.4271112197989270    0.7363736045592155 O\n   0.6856959543095422    0.0697885197914233    0.8923181397578949 O\n   0.6989296117318615    0.7026801790007848    0.3757603905987159 O\n   0.4393266159034024    0.0856453689611669    0.5266054450213826 O\n   0.6662322522479840    0.7174137545928532    0.3721734006222283 O\n   0.4585549946388020    0.3618763324067101    0.1801097165255454 O\n,1
4.0,La La Mo W O O O O O O O O 0 5 -oo 0 8 -oo 0 6 -oo 0 11 o+o 0 4 oo- 0 9 ooo 0 10 oo- 0 11 o+o 1 9 --- 1 10 --o 1 7 -oo 1 8 o-- 1 4 oo- 1 5 ooo 1 9 oo- 1 7 ooo 2 5 ooo 2 10 ooo 2 11 ooo 2 4 ooo 3 6 --o 3 8 -oo 3 7 o-o 3 6 ooo,La2 Mo1 W1 O8\n1.0\n   3.9653558915164115    0.0000000000000000    0.0000000000000000\n  -1.8825308285484921    6.7203282919420726    0.0000000000000000\n  -0.0394327452000125   -0.1019400844178882    7.3695891233458477\nLa Mo W O\n2 1 1 8\ndirect\n   0.8884490670938748    0.0426850500548597    0.9037891033594221 La\n   0.3346336339576531    0.9361426755179949    0.3908761235466815 La\n   0.1915076761201480    0.6356648239880307    0.8988088969021124 Mo\n   0.0325742961617150    0.3510892756320471    0.4311842204820267 W\n   0.3210952968070315    0.9097452961876398    0.7093919701883680 O\n   0.5147949216380404    0.3172592931521430    0.4208801705028051 O\n   0.0387564433907654    0.3551061872879659    0.6803431115617996 O\n   0.7117046296656001    0.6792982527280647    0.8725298479455909 O\n   0.3160001286235710    0.8918019179092472    0.0590320506677422 O\n   0.0794945892438350    0.4075053476442707    0.0262590042967725 O\n   0.1439923022959870    0.6036702564601830    0.3564929456804358 O\n   0.9078433729631000    0.0922178623496117    0.2968135212798618 O\n,1
4.0,Cs Rb Li Al F F F F F F 0 8 ooo 0 8 o+o 0 4 oo+ 0 4 o+o 0 6 ooo 0 6 +oo 0 5 o+o 0 5 +oo 0 7 oo+ 0 7 +oo 0 9 ooo 0 9 oo+ 1 5 oo- 1 5 ooo 1 7 o-o 1 7 ooo 1 4 -oo 1 4 ooo 1 6 o-o 1 6 oo- 1 8 -oo 1 8 oo- 1 9 -oo 1 9 o-o 2 5 ooo 2 7 ooo 2 6 ooo 2 4 ooo 2 8 ooo 2 9 ooo 3 9 --o 3 8 -o- 3 4 -oo 3 6 o-- 3 7 o-o 3 5 oo-,Cs1 Rb1 Li1 Al1 F6\n1.0\n   5.9479477597623198    0.0000000000000000    0.0000000000000000\n   2.9590609452386105    5.1616528832165880    0.0000000000000000\n   2.9446133315291387    1.7015887489587727    4.8896609438528191\nCs Rb Li Al F\n1 1 1 1 6\ndirect\n   0.9995978303567468    0.0013700216079869    0.0189050743676536 Cs\n   0.4981156202428769    0.5044862454425841    0.5267897101366705 Rb\n   0.7496954201903083    0.7507491411409665    0.7789138364559937 Li\n   0.2492177337850309    0.2525926893732596    0.2749952863412027 Al\n   0.0284098466220899    0.0321769751507468    0.4932623537713393 F\n   0.0251544163501090    0.4747338732248700    0.0524582791417695 F\n   0.4700203300912078    0.4728962463924334    0.0563714297160573 F\n   0.0302862953171921    0.4733166922526320    0.4939117765300816 F\n   0.4709159570064964    0.0292030829131701    0.0531089166301355 F\n   0.4700742495650616    0.0342739228318073    0.4932610765747991 F\n,1
4.0,Cs Cs Li In Br Br Br Br Br Br 0 9 ooo 0 9 oo+ 0 8 ooo 0 8 o+o 0 6 ooo 0 6 +oo 0 7 oo+ 0 7 +oo 0 4 oo+ 0 4 o+o 0 5 o+o 0 5 +oo 1 7 o-o 1 7 ooo 1 6 o-o 1 6 oo- 1 4 -oo 1 4 ooo 1 9 -oo 1 9 o-o 1 8 -oo 1 8 oo- 1 5 oo- 1 5 ooo 2 5 ooo 2 7 ooo 2 6 ooo 2 4 ooo 2 8 ooo 2 9 ooo 3 9 --o 3 8 -o- 3 4 -oo 3 6 o-- 3 7 o-o 3 5 oo-,Cs2 Li1 In1 Br6\n1.0\n  -3.9049901846704422    3.9049901846704427    5.5218207823896268\n   3.9049901846704422   -3.9049901846704427    5.5218207823896268\n   3.9049901846704431    3.9049901846704427   -5.5218207823896259\nCs Li In Br\n2 1 1 6\ndirect\n   0.0000667873468539    0.5000667873468539    0.5000000000000000 Cs\n   0.5000667873468538    0.0000667873468538    0.5000000000000000 Cs\n   0.2507858495705088    0.2507858495705088    0.0000000000000000 Li\n   0.7507704279668508    0.7507704279668509    0.0000000000000000 In\n   0.9970406453408168    0.9970406453408169    0.4940390701821880 Br\n   0.5033845323734981    0.5033845323734982    0.0000000000000000 Br\n   0.5030015751586290    0.5030015751586290    0.5059609298178120 Br\n   0.5030015751586290    0.9970406453408169    0.0000000000000000 Br\n   0.9970406453408169    0.5030015751586289    0.0000000000000000 Br\n   0.9976819423220605    0.9976819423220605    0.0000000000000000 Br\n,0
4.0,Na Na Na Na Ho Ho Ta Ta O O O O O O O O O O 0 9 -oo 0 10 -o- 0 12 -oo 0 13 ooo 0 17 oo- 0 14 ooo 1 11 o-o 1 16 ooo 1 8 ooo 1 12 o-o 1 10 oo- 1 17 ooo 2 13 ooo 2 11 oo- 2 9 ooo 2 14 ooo 2 16 o+o 2 12 o+o 3 10 -oo 3 15 -oo 3 8 -oo 3 14 ooo 3 17 ooo 3 16 ooo 4 14 o-o 4 9 ooo 4 16 ooo 4 12 o-o 4 11 ooo 4 10 o-o 5 15 ooo 5 8 ooo 5 13 o-o 5 17 ooo 5 9 ooo 5 11 ooo 6 16 --o 6 8 -oo 6 15 -oo 6 13 o-o 6 8 o-o 6 14 ooo 7 10 -o- 7 16 -o- 7 11 -oo 7 9 oo- 7 15 ooo 7 17 ooo,Na4 Ho2 Ta2 O10\n1.0\n   3.2661808392008589    0.0000000000000000    0.0000000000000000\n  -0.7861148485648570    8.4503824287800260    0.0000000000000000\n  -1.1738885950944458   -0.2606966506660746   11.4973803525835834\nNa Ho Ta O\n4 2 2 10\ndirect\n   0.6169656894407863    0.5687875638875244    0.8313940100111132 Na\n   0.1708473445893756    0.8620300434710924    0.3001548249478369 Na\n   0.6580915659308773    0.1626419207362189    0.3901415696256324 Na\n   0.0255284980282604    0.5288497997222245    0.1931836050369428 Na\n   0.4196670864466136    0.5472960234887208    0.4253350151047343 Ho\n   0.0826356378294603    0.8873860248070815    0.6140015160734946 Ho\n   0.5276642271699752    0.8843123064701088    0.0351487208385138 Ta\n   0.6711454147926904    0.1695072831823443    0.8640890362574435 Ta\n   0.6284807951437337    0.6830085001542923    0.2878513001256215 O\n   0.9915179954637116    0.6403511613304920    0.5583543564582744 O\n   0.0131577097757960    0.0106866850529149    0.9408368682141964 O\n   0.0282828213779421    0.7419599890440844    0.0493026828233870 O\n   0.5793291120885261    0.0257549452177341    0.1497742393790098 O\n   0.5872514370536103    0.0637015442733466    0.7268385424682438 O\n   0.0821738549325971    0.8849086729786393    0.6185839315344994 O\n   0.8840263108085801    0.3994661661359398    0.3699189657225634 O\n   0.2118068387617797    0.0182111372312308    0.4724421726043544 O\n   0.1983656340665548    0.3086883881565031    0.8631230264783092 O\n,1
1.0,V V Cr Cr O O O O O O O O 0 9 ooo 0 5 oo- 0 11 oo- 0 6 ooo 0 8 oo- 0 4 ooo 1 6 -oo 1 10 ooo 1 7 ooo 1 5 ooo 1 9 o+o 1 11 ooo 2 8 ooo 2 5 ooo 2 4 +oo 2 7 ooo 2 10 +oo 2 9 o-o 2 11 ooo 3 4 ooo 3 7 oo- 3 5 ooo 3 10 o+- 3 6 o+o 3 8 ooo 3 4 o+o,V2 Cr2 O8\n1.0\n  -5.3415615864267867    0.0000000000000000    0.0000000000000000\n   1.6937959313662470    5.1780109937179333    0.0000000000000000\n  -0.2405312377964299   -0.8591219764910726   -6.5228360284834919\nV Cr O\n2 2 8\ndirect\n   0.8117357269955949    0.8676545449777470    0.0154302698734469 V\n   0.3999566151132660    0.9928999665410587    0.8394071748484931 V\n   0.4658097498708041    0.1084074029492623    0.3114092952116382 Cr\n   0.5925041128033024    0.6809328893492235    0.5338348719350685 Cr\n   0.7041408559783304    0.1616585487427978    0.0130942839701187 O\n   0.0061385735495633    0.8523834192725648    0.7370830404302451 O\n   0.6818603031857228    0.7932770027090505    0.2537345767220160 O\n   0.2012060983909980    0.0354855604468817    0.0727422561905863 O\n   0.9190565754760102    0.6293400997298864    0.5826178851890653 O\n   0.3454557203439310    0.3910858997055894    0.4239819937629884 O\n   0.5431602688141901    0.0586413726003441    0.5943281654021935 O\n   0.4902268026665169    0.6835854943848581    0.8385013145238146 O\n,1
1.0,Mn Mn Mn Mn Ga Ga Ga Ga Te Te Te Te Te Te Te Te 0 15 --- 0 9 -o- 0 12 ooo 0 8 o-- 0 14 o-o 0 13 ooo 1 11 o-- 1 13 o-o 1 10 -oo 1 9 ooo 1 8 ooo 1 12 ooo 2 11 o-o 2 13 ooo 2 10 ooo 2 10 o-o 2 14 o-o 2 15 ooo 3 8 ooo 3 12 ooo 3 14 ooo 3 10 ooo 3 9 oo- 3 11 ooo 4 8 -oo 4 15 -oo 4 12 ooo 4 14 ooo 4 10 o-o 4 11 ooo 5 9 --o 5 13 --o 5 8 -oo 5 15 o-o 5 9 ooo 5 11 ooo 6 14 ooo 6 15 oo- 6 10 ooo 6 14 oo- 6 13 ooo 6 13 oo- 7 12 --o 7 15 -oo 7 8 -oo 7 9 o-o 7 11 o-o 7 10 ooo,Mn4 Ga4 Te8\n1.0\n   6.7563856395050657    0.0000000000000000    0.0000000000000000\n  -2.3164524668949409    6.4762463091595412    0.0000000000000000\n  -3.2239247681902166   -1.2042066518294423   10.2859078240045463\nMn Ga Te\n4 4 8\ndirect\n   0.8322879505264026    0.8091108466712937    0.1404954606634043 Mn\n   0.6277621064677289    0.3287496086127007    0.2050979511649358 Mn\n   0.7992396698359370    0.9240086479225893    0.7096881604210408 Mn\n   0.3197401554739070    0.6232224191078242    0.2006727457270991 Mn\n   0.7431790304238775    0.5324876594226460    0.6371377184370863 Ga\n   0.4483899476491127    0.6185682668810235    0.7453853918945664 Ga\n   0.2449209760550930    0.0157385524464204    0.1258185952869017 Ga\n   0.0469082233189497    0.9039267426101931    0.5528334257127139 Ga\n   0.0260855067043679    0.3246164328558245    0.6703252224299926 Te\n   0.4246023204301524    0.4879678581829291    0.9818240398642214 Te\n   0.5957278410052207    0.0063804389569744    0.3577347096456079 Te\n   0.4531091800452315    0.0057472328890573    0.7472051447907297 Te\n   0.9342230713880456    0.2192564484067590    0.1129062984278630 Te\n   0.4468770066866665    0.3922213573156763    0.4017794894555159 Te\n   0.0312930533854514    0.6470342876860737    0.3425460881816454 Te\n   0.9658980965703869    0.7327328445170956    0.9202349469778124 Te\n,1
1.0,Rb Rb Rb Cr Cl Cl Cl Cl Cl Cl 0 8 o-o 0 8 -oo 0 4 oo- 0 4 o-o 0 5 oo- 0 5 -oo 0 9 o-o 0 9 oo- 0 6 -oo 0 6 oo- 0 7 -oo 0 7 o-o 1 5 ooo 1 5 o+o 1 4 oo+ 1 4 o+o 1 6 ooo 1 6 +oo 1 8 o+o 1 8 +oo 1 7 oo+ 1 7 +oo 1 9 ooo 1 9 oo+ 2 9 ooo 2 6 ooo 2 8 ooo 2 4 ooo 2 7 ooo 2 5 ooo 3 5 --o 3 7 -o- 3 6 -oo 3 8 o-- 3 4 o-o 3 9 oo-,Rb3 Cr1 Cl6\n1.0\n   4.5586943782465816    0.0000000000000000    0.0000000000000000\n   0.0442746691060904    5.0881518167284066    0.0000000000000000\n   1.9469053529173319    0.9690881949610558   18.4892525514931343\nRb Cr Cl\n3 1 6\ndirect\n   0.9220485157376347    0.3331801828105778    0.1107267229212119 Rb\n   0.2278518566539247    0.7116440265262378    0.3090661063208954 Rb\n   0.2264491454833912    0.0287584419566024    0.7572437817169477 Rb\n   0.8075055021815574    0.5194320263087138    0.6126778395942597 Cr\n   0.7794752827316542    0.2612508335345024    0.2844181406994032 Cl\n   0.4232456596404482    0.8479406339448534    0.1070081948597790 Cl\n   0.3089827893984460    0.6334265792276326    0.6039892604288658 Cl\n   0.8416851461808620    0.4467291618772645    0.4945848708281458 Cl\n   0.7746628046986243    0.5415537075318051    0.7471857366232970 Cl\n   0.7771188896851696    0.0794080807562102    0.6343168250917310 Cl\n,1
