bandgap_target,SLICES,poscar,novelty
1.0,Fe Fe Te Te Te Te O O O O O O O O O O O O 0 13 oo- 0 16 ooo 0 10 ooo 0 12 ooo 1 14 oo- 1 11 ooo 1 17 oo- 1 15 ooo 2 6 --o 2 7 --o 2 13 -oo 2 9 o-o 2 11 o-o 2 12 ooo 3 8 --o 3 10 -o- 3 16 -oo 3 7 o-- 3 8 o-o 3 17 oo- 4 11 ooo 4 14 oo- 4 17 ooo 4 9 ooo 5 6 ooo 5 15 ooo 5 16 ooo 5 8 ooo,Fe2 Te4 O12\n1.0\n   4.0150560015147567    0.0000000000000000    0.0000000000000000\n   1.0229019820313805    5.6196176359882326    0.0000000000000000\n   1.7161548831995517    0.4460146576723238   19.1433464707934107\nFe Te O\n2 4 12\ndirect\n   0.0968238662360862    0.7985724863773473    0.0791191782382237 Fe\n   0.0865210320779662    0.2126503036860737    0.2174022888304652 Fe\n   0.8733894397486479    0.6610622755018177    0.6488838275062427 Te\n   0.2761523926458553    0.6197205102210143    0.7965154739682498 Te\n   0.3474033198249987    0.7075305941033762    0.2587517840262565 Te\n   0.0039123840978069    0.2289968277704038    0.5507631893662336 Te\n   0.3702277979999238    0.0231056684445858    0.5822616834256990 O\n   0.4208317868413769    0.8051572436936839    0.7198338475304848 O\n   0.7197315029776410    0.3613143127549440    0.6371833167042485 O\n   0.1593796077565899    0.5289101749146706    0.5560272068939830 O\n   0.5136383084883046    0.7175794444063572    0.0141388960151719 O\n   0.1154390849305896    0.9950517662714836    0.2995997258542304 O\n   0.7227543035170263    0.8857895418314784    0.0178461610898017 O\n   0.0461242784776787    0.4624352294968749    0.7334751753614039 O\n   0.2071556494539686    0.8640091806978542    0.1689880411655018 O\n   0.0526102141122836    0.4784817690157164    0.2761521566441689 O\n   0.6006109925619463    0.2037033564935601    0.1950767120063285 O\n   0.7613903595925617    0.3674750715516685    0.1513141726978071 O\n,1
1.0,Cd Cd Cd As S S 0 3 ooo 0 5 ++o 0 5 ooo 0 4 +oo 1 3 o+o 1 3 oo- 1 5 ooo 1 2 +oo 2 4 ooo 2 4 -oo 2 4 ooo 2 5 ooo,Cd3 As1 S2\n1.0\n   4.1778930155145462    0.0000000000000000    0.0000000000000000\n   0.8433023060494560    5.9374710710584058    0.0000000000000000\n   0.4951918948237082    1.9601066904808611    5.9717779712692245\nCd As S\n3 1 2\ndirect\n   0.0763615475386692    0.9900296843860735    0.0255867487519144 Cd\n   0.3616018875143337    0.6757337558505321    0.6522435399948191 Cd\n   0.0623885803256954    0.0413206021235641    0.0004207811967365 Cd\n   0.8265887232224003    0.9213900784683988    0.4421420443319755 As\n   0.6020399305252082    0.4964209597362660    0.1129604317647358 S\n   0.5759242466338589    0.2931611763873375    0.4501345095702310 S\n,1
1.0,Cd Cd O O 0 2 -oo 0 2 ooo 0 2 o-o 0 3 ooo 1 3 --o 1 3 -o- 1 3 o-- 1 2 ooo,Cd2 O2\n1.0\n   1.6018525628964997    3.1931654073717994    0.0000000000000000\n   1.6018525628964997   -3.1931654073717994    0.0000000000000000\n   0.0000000000000000   -0.0400815917547025   -5.7610407562205754\nCd O\n2 2\ndirect\n   0.0016161544539819    0.9983838455460181    0.9964766488286931 Cd\n   0.8063346943370817    0.1936653056629183    0.4961036445730082 Cd\n   0.3006571673679754    0.6993428326320246    0.7899206751373374 O\n   0.5033336246315165    0.4966663753684835    0.2915441146572828 O\n,1
1.0,Sr Sr Sr Nd Fe Fe Sb Sb O O O O O O O O O O O O 0 19 o-o 0 17 o-o 0 14 oo- 0 8 ooo 0 13 ooo 0 15 +-o 0 16 +oo 0 10 +oo 1 10 ooo 1 15 ooo 1 17 ooo 1 14 ooo 1 11 ooo 1 12 ooo 1 9 ooo 1 18 oo+ 2 9 ooo 2 11 ooo 2 16 o+o 2 18 ooo 2 12 o+o 2 13 ooo 2 8 o+o 2 10 o+o 3 12 -o- 3 16 -oo 3 9 -oo 3 14 ooo 3 15 oo- 3 8 ooo 3 19 ooo 3 13 ooo 4 11 -oo 4 14 -oo 4 11 -+o 4 16 ooo 4 9 ooo 4 15 ooo 5 12 o-- 5 17 o-o 5 13 oo- 5 10 o-o 5 17 oo- 5 8 ooo 6 9 o-o 6 19 o-o 6 12 ooo 6 16 ooo 6 8 ooo 6 13 ooo 7 18 -oo 7 11 -o- 7 18 -oo 7 14 oo- 7 10 ooo 7 15 oo-,Sr3 Nd1 Fe2 Sb2 O12\n1.0\n   3.8611513859655879    0.0000000000000000    0.0000000000000000\n  -1.2272546744146025   10.3017015419744329    0.0000000000000000\n  -1.0437827425366983   -4.8229209613200856   11.8503282996856303\nSr Nd Fe Sb O\n3 1 2 2 12\ndirect\n   0.8448621871739701    0.7817889126994071    0.8550754476921305 Sr\n   0.1017886506484827    0.0529522064431543    0.3894597372908607 Sr\n   0.5142161801149694    0.1356331056737846    0.1619318082945562 Sr\n   0.7306194238130083    0.7794473372619890    0.1290942910816436 Nd\n   0.7908214834267744    0.3806602424815785    0.4266450855340521 Fe\n   0.3235146442715964    0.9767917537349865    0.7400672140851554 Fe\n   0.0250649637472743    0.5975289413636734    0.3004710000127270 Sb\n   0.4300717042540365    0.6624692504246131    0.5614872715629790 Sb\n   0.4055004959781238    0.8565815815034238    0.9901647862432774 O\n   0.9832416279448630    0.0124805924721788    0.1823524892661161 O\n   0.8284031137891366    0.0259397904206874    0.7555804221531408 O\n   0.7684118488322402    0.8063445822013408    0.3319340012390884 O\n   0.2952488450497991    0.7615958502296615    0.7139760907981807 O\n   0.8395480946887568    0.4019041485728477    0.2769222765262163 O\n   0.6344110091431264    0.1985448577877467    0.3849741463300798 O\n   0.2756107721813823    0.4611407757493702    0.5158583417341084 O\n   0.9905601641061845    0.5956728691645701    0.1489946563362827 O\n   0.5086972250914664    0.8856122922525228    0.2989806297021506 O\n   0.0066582935864026    0.0255998640316841    0.8633008315358723 O\n   0.1979989381613352    0.7271851482459299    0.9972122054723845 O\n,1
1.0,Ga Ga Mo Mo O O O O O O O O 0 6 -o- 0 10 -oo 0 9 -oo 0 5 ooo 0 8 ooo 0 11 ooo 1 7 o-o 1 4 o-o 1 10 ooo 1 5 o-o 1 9 ooo 1 6 ooo 2 8 oo- 2 11 ooo 2 4 ooo 2 9 ooo 2 7 oo- 2 6 ooo 3 10 -o- 3 8 -oo 3 5 -+o 3 11 ooo 3 4 oo- 3 11 ooo,Ga2 Mo2 O8\n1.0\n   5.4073013682915487    0.0000000000000000    0.0000000000000000\n   2.3511816985980523    5.2538689341964950    0.0000000000000000\n   0.2707415331426741    0.4412124956842789    6.4190063061058105\nGa Mo O\n2 2 8\ndirect\n   0.3386741829414590    0.8783093177917070    0.0172755865212202 Ga\n   0.5362196580532539    0.6457382012896399    0.5626478211215495 Ga\n   0.6190714125538564    0.3173770719253669    0.9533408501072338 Mo\n   0.1378917619722523    0.3402474979554587    0.2966163318790570 Mo\n   0.7534595080964390    0.5669208669050582    0.3400831315904961 O\n   0.4962258753903930    0.0783362088811891    0.1271398781126732 O\n   0.1765640684159830    0.8650280721136423    0.5035520898233843 O\n   0.2807933576162572    0.5756874578596483    0.0741406939987872 O\n   0.5610224921787881    0.3030512114138934    0.6883054794554158 O\n   0.6156982505842823    0.6891317945219263    0.8324521226958180 O\n   0.1807034777228260    0.1007211964687784    0.5698067760801994 O\n   0.0023647389081871    0.1618471819645632    0.0514614085395377 O\n,1
1.0,Na Gd Se Se 0 2 o-o 0 2 -oo 0 2 oo- 0 3 --o 0 3 o-- 0 3 -o- 1 3 o-o 1 3 -oo 1 3 oo- 1 2 oo+ 1 2 +oo 1 2 o+o,Na1 Gd1 Se2\n1.0\n   6.9965080926870886   -2.1096796456932427    0.0000000000000000\n   6.9965080926870886    2.1096796456932427    0.0000000000000000\n   6.3603695863792931    0.0000000000000000    3.5982735336755023\nNa Gd Se\n1 1 2\ndirect\n   0.0000000000000000    0.0000000000000000    0.0000000000000000 Na\n   0.5000000000000000    0.4999999999999998    0.5000000000000000 Gd\n   0.2423786137478181    0.2423786137478183    0.2423786137478183 Se\n   0.7576213862521818    0.7576213862521818    0.7576213862521818 Se\n,0
1.0,Ba Ba Y Y Y Y S S S S S S S S 0 8 -oo 0 9 o-o 0 7 oo- 0 6 ooo 0 13 ooo 0 11 oo- 0 10 ooo 0 12 oo- 1 6 --o 1 8 ooo 1 7 ooo 1 13 ooo 1 9 -oo 1 12 ooo 1 11 o-o 1 10 oo- 2 8 ooo 2 12 oo- 2 11 ooo 2 13 oo- 2 10 ooo 2 6 oo- 2 12 ooo 2 7 o+- 3 13 -oo 3 8 -oo 3 6 -o+ 3 9 ooo 3 7 ooo 3 11 oo+ 3 10 ooo 3 12 ooo 4 8 -oo 4 9 -oo 4 11 oo- 4 6 ooo 4 9 oo- 4 7 ooo 5 10 oo- 5 13 ooo 5 8 ooo 5 12 ooo 5 13 oo- 5 11 o-o 5 10 oo- 5 6 o-o,Ba2 Y4 S8\n1.0\n   5.2471628768980034    0.0000000000000000    0.0000000000000000\n  -0.7246470798480844    7.3199763059864802    0.0000000000000000\n  -1.7632930718934166   -1.4987636775204001   10.8558086158030562\nBa Y S\n2 4 8\ndirect\n   0.9501213567636163    0.1901983025771633    0.7975564287395862 Ba\n   0.6794922765607814    0.8675681355229553    0.2622835758660624 Ba\n   0.3103606774159993    0.2463568267168630    0.4600744461483295 Y\n   0.0601622935790560    0.4228748946281849    0.1858123763981595 Y\n   0.1745768212975154    0.7031070930476745    0.5878757527697305 Y\n   0.5103939716450608    0.6290298696005281    0.9134374762239970 Y\n   0.1857636055613122    0.0848638521509641    0.2240909754674523 S\n   0.0195361372431771    0.5958910316364486    0.9589720722562567 S\n   0.4579222084153435    0.9180968883325815    0.7987592060952267 S\n   0.5456856667250783    0.4465457973735794    0.1117346383306388 S\n   0.8506377220680152    0.4125811562578180    0.4399888788467454 S\n   0.9520349183740353    0.9886623585018948    0.5301702186585164 S\n   0.3675112022308917    0.5953514973184055    0.3887135569644596 S\n   0.4144342953626400    0.4167112446525938    0.7007721664741244 S\n,1
1.0,Na Zr Zr Bi N N O O 0 7 ooo 0 5 +oo 0 6 ooo 0 4 o-o 0 4 ooo 0 4 oo+ 1 5 -oo 1 7 ooo 1 6 ooo 1 4 o++ 1 6 -oo 1 5 ooo 2 6 --- 2 6 o-o 2 4 oo- 2 4 ooo 2 7 o-o 2 5 ooo 3 6 -oo 3 5 ooo 3 5 o+o 3 7 ooo 3 7 o+o 3 4 ooo,Na1 Zr2 Bi1 N2 O2\n1.0\n  -3.2463064968431223    0.0000000000000000    0.0000000000000000\n  -0.0112681722884933   -5.5986663390868285    0.0000000000000000\n   0.3825947719742725    1.4005646559033518    8.1900034094951444\nNa Zr Bi N O\n1 2 1 2 2\ndirect\n   0.8576742702806228    0.9420025820034166    0.0112285633829287 Na\n   0.2926355042700832    0.8382850521367075    0.6573510026045656 Zr\n   0.8014667556127126    0.3836064031089887    0.7786120531794931 Zr\n   0.8004820116110811    0.5353441221649764    0.3047988263873133 Bi\n   0.3281866246169929    0.6437035635940240    0.8502862876310655 N\n   0.7829792605233782    0.5772082150127985    0.5686837810908538 N\n   0.3148826729388230    0.1582385444480006    0.8621552247384607 O\n   0.7818312161275656    0.0621538047198118    0.6013610653779498 O\n,1
1.0,Cs Cs Tb Tb Se Se Se Se 0 6 o-o 0 6 +oo 0 7 o-o 0 7 ooo 0 7 +oo 0 0 +oo 0 0 ++o 0 1 o-o 0 1 +oo 1 1 +oo 1 1 oo- 1 1 ++o 1 5 o-- 1 5 +oo 1 0 o+o 1 0 ++o 1 0 o+o 1 1 +oo 2 1 +oo 2 1 o+o 2 1 o+o 2 4 ooo 2 4 -oo 2 4 ooo 2 5 o+o 2 5 -oo 3 5 --o 3 5 ooo 3 6 ooo 3 6 o-o 3 4 -oo 3 4 o+o 3 7 o-o 3 7 +oo,Cs2 Tb2 Se4\n1.0\n   6.8533886908812613    0.0000000000000000    0.0000000000000000\n   3.2234583727964146    7.1984287236077114    0.0000000000000000\n   2.4608197699537420    2.3024968818101206    7.4981918615941439\nCs Tb Se\n2 2 4\ndirect\n   0.9645763016304811    0.0824707732411488    0.1042478468560385 Cs\n   0.2336768678852263    0.3296365363175817    0.6213940936944400 Cs\n   0.5437360466752952    0.7547779869826302    0.5062527186987751 Tb\n   0.2916770661063900    0.5048137205507626    0.0321174457308167 Tb\n   0.3979279952532545    0.1245775332133596    0.2660200561626107 Se\n   0.1440329310355087    0.8069048955724156    0.7408813633716476 Se\n   0.9208600192294887    0.6244262425383500    0.2766833430783384 Se\n   0.6449832096966009    0.4031784461001912    0.7718201896179693 Se\n,1
1.0,Yb Cd Cd Te Te 0 4 oo- 0 4 +oo 0 3 oo- 0 3 o+o 0 3 oo- 1 3 -oo 1 4 ooo 1 3 ooo 1 3 o++ 1 3 ooo 2 4 o-- 2 4 ooo 2 3 oo+,Yb1 Cd2 Te2\n1.0\n   4.4868027660634136    0.0000000000000000    0.0000000000000000\n  -2.0653064856645926   -5.7812343605509486    0.0000000000000000\n  -1.9827865501519015    0.4896565659607323   -5.9847015001271284\nYb Cd Te\n1 2 2\ndirect\n   0.0162546821305517    0.0368139857638737    0.9752188803014570 Yb\n   0.7177487532071352    0.7708433202002436    0.4477630063360853 Cd\n   0.0381566304906280    0.4362915456105138    0.5331871181689151 Cd\n   0.3210008997813645    0.6100871512756871    0.0002663730957974 Te\n   0.3936743522621465    0.0973586728219495    0.5429440305409233 Te\n,1
1.0,Rb Cu Cu Cu S S 0 5 -oo 0 5 oo+ 0 5 ooo 0 3 o++ 0 3 o+o 0 3 ooo 0 4 oo+ 0 2 ooo 0 2 o+o 0 2 o++ 0 0 o++ 0 1 +o+ 0 1 +++ 0 1 +o+ 0 1 ++o 0 1 o+o 0 4 ooo 0 4 o++ 0 4 +++ 0 4 +oo 0 1 +o+ 0 0 +oo 0 2 ++o 1 2 +++ 1 5 ooo 1 5 o-o 1 3 ooo 1 3 oo+ 1 4 ooo 1 4 +o+ 2 2 ++o 2 3 -oo 2 3 --o 2 4 o-o 2 5 ooo 2 5 ooo 2 5 -o- 3 4 o-o 3 4 ooo 3 5 oo+,Rb1 Cu3 S2\n1.0\n   4.0905776151728181    0.0000000000000000    0.0000000000000000\n   1.3399481694847042    4.4788725662670394    0.0000000000000000\n   1.3413369609587538    1.1398182942723907    7.0750042790840659\nRb Cu S\n1 3 2\ndirect\n   0.1115221429770217    0.0398777590329848    0.8085997260949866 Rb\n   0.4039087527588522    0.6252803745351773    0.4147169691330874 Cu\n   0.7034249044792811    0.0810686527095476    0.3164313690511719 Cu\n   0.9963469935050595    0.5217108054390623    0.2294032537024485 Cu\n   0.8427413531260723    0.6963513096921421    0.5407964482872635 S\n   0.5506459432882027    0.4746849449621865    0.0984085210063794 S\n,1
2.0,Cr Cr Cr Cr Hg Hg O O O O O O O O O O 0 14 -oo 0 15 -oo 0 6 ooo 0 12 ooo 0 10 o+o 1 8 o-o 1 8 o-o 1 13 ooo 1 15 o-o 1 6 ooo 2 7 ooo 2 6 ooo 2 7 oo- 2 11 ooo 2 12 ooo 3 10 oo- 3 9 oo- 3 14 ooo 3 11 o+o 4 15 ooo 4 13 o+o 4 9 oo+ 5 12 oo+ 5 7 +oo 5 14 +oo 5 11 ooo,Cr4 Hg2 O10\n1.0\n   3.7439459517737004    0.0000000000000000    0.0000000000000000\n  -1.6883961018332176    5.0359417878868404    0.0000000000000000\n  -1.7700857104516785   -1.0846429567963014   14.7471417747302507\nCr Hg O\n4 2 10\ndirect\n   0.8731876365518682    0.8581429225737119    0.8824150941624811 Cr\n   0.6463039324611292    0.2969822053539616    0.9127041627574481 Cr\n   0.3682862627170813    0.6713423267315128    0.0275575629087793 Cr\n   0.2656848295419214    0.3268932448506076    0.6760274167367130 Cr\n   0.6656449241857130    0.9293787745386480    0.5834450033618793 Hg\n   0.6725372457224392    0.9871365822370808    0.5860102730179274 Hg\n   0.4189253934319754    0.8992596288554803    0.9253272278219640 O\n   0.4218102736872130    0.5011915762888469    0.5202965611566804 O\n   0.6440130448105609    0.5470147908566801    0.8165302289015448 O\n   0.9004638393533990    0.1432222839536677    0.8205599970081071 O\n   0.6967495772326612    0.3883245319878629    0.5193018474095539 O\n   0.8540943905800739    0.6685674098413388    0.9957734333645532 O\n   0.1327566878206466    0.3340086772706536    0.6526746588092338 O\n   0.4602161965907668    0.7592417184255595    0.1340506577123807 O\n   0.2113365441619042    0.9036330980518493    0.6685355141765894 O\n   0.1989125833092041    0.3216996250621399    0.9847501878231910 O\n,1
2.0,Sn Cd S S 0 3 -oo 0 3 ooo 0 2 ooo 0 2 o+o 1 2 ooo 1 3 oo- 1 3 ooo 1 2 oo+,Cd1 Sn1 S2\n1.0\n   4.0911069841549441    3.9663966940871092    0.0000000000000000\n   4.0911069841549441   -3.9663966940871092    0.0000000000000000\n   0.0000000000000000   -1.6068680508736517   -3.3805578446233473\nCd Sn S\n1 1 2\ndirect\n   0.6592887856877797    0.6592887856877796    0.5000000000000000 Cd\n   0.0435195277723355    0.0435195277723354    0.5000000000000000 Sn\n   0.5056197626374831    0.9909468982357256    0.8029956841267377 S\n   0.9909468982357257    0.5056197626374830    0.1970043158732623 S\n,1
2.0,K K Pd S S 0 1 oo- 0 1 +o- 0 1 o+o 0 1 ++- 0 1 ++o 0 4 o-o 0 4 -oo 0 4 o-o 0 4 oo+ 0 3 +oo 0 3 o+o 0 2 oo+ 1 2 oo- 1 2 -oo 1 4 --o 1 4 o-- 1 3 -o- 1 3 o-- 1 2 -o- 2 3 oo- 2 3 o+o 2 3 oo- 2 4 o+o 2 4 ooo 2 4 o+o 2 4 -oo 2 3 ooo,K2 Pd1 S2\n1.0\n   3.8132190948638702    0.0000000000000000    0.0000000000000000\n  -0.2015244915476438    4.1058949797791895    0.0000000000000000\n  -0.8278192966143351   -0.1120259604795552    7.1138916622138630\nK Pd S\n2 1 2\ndirect\n   0.9634918693248415    0.8124823172785721    0.0137315949659878 K\n   0.8900192402376295    0.3463914272588097    0.5267071879760932 K\n   0.0118455613268975    0.8460126049077729    0.9871596377338192 Pd\n   0.4362060085489649    0.8580564207926942    0.7483941392955095 S\n   0.3182443118574318    0.3343084360934193    0.1657608114289353 S\n,1
2.0,Nb Cu Cu Se Se O O O O O O O O O O O 0 10 -oo 0 15 -oo 0 9 o+o 0 8 -oo 0 11 o+o 0 7 ooo 0 14 ooo 1 10 --- 1 14 --o 1 6 -o- 1 8 oo- 1 11 ooo 1 5 ooo 2 15 ooo 2 10 ooo 2 9 ooo 2 7 ooo 2 6 o-o 2 12 +oo 3 11 oo+ 3 13 ooo 3 8 ooo 3 7 ooo 3 12 ooo 3 9 ooo 4 14 ooo 4 12 ooo 4 10 ooo 4 13 ooo 4 8 oo- 4 11 ooo 5 14 ooo 5 7 ooo 5 6 ooo 5 15 ooo 5 9 ooo,Nb1 Cu2 Se2 O11\n1.0\n   5.1493954514571048    0.0000000000000000    0.0000000000000000\n  -0.8263017434679123    5.6822350538642921    0.0000000000000000\n  -0.2390891367519014   -0.0533694787182429    8.8751522215813257\nNb Cu Se O\n1 2 2 11\ndirect\n   0.9627563510332304    0.9784718254703422    0.0833017883175667 Nb\n   0.0696738240770297    0.4476781365406254    0.1147353577054495 Cu\n   0.8277942979440061    0.5207505301833016    0.4256945643263414 Cu\n   0.3952128976099052    0.6531988862083766    0.8411552963096233 Se\n   0.0427151600570041    0.2412559395103960    0.6378557002957961 Se\n   0.3975016366265829    0.8369579524455512    0.3595296965745916 O\n   0.9325021159360517    0.7019783774691223    0.2120268483620907 O\n   0.7382126663873246    0.3125531530126047    0.5685525655264934 O\n   0.2115232472775053    0.2738191592088673    0.4813041211835254 O\n   0.1061402269823741    0.5845947735148059    0.7261189475960768 O\n   0.9762962496205569    0.7264549897742653    0.2735559639516962 O\n   0.2622144803827529    0.7154099856813546    0.0150520606688682 O\n   0.2133279554319595    0.2255253889433154    0.0100578630089647 O\n   0.7437481095746672    0.9251547220386002    0.9197265689865053 O\n   0.4927853705839800    0.7193490528128227    0.4577863348048065 O\n   0.8267723420783997    0.2059161174580522    0.1969404118360390 O\n,1
2.0,Na Na Sn Sn O O O O 0 6 --o 0 6 o-o 0 5 -oo 0 5 ooo 1 4 -oo 1 4 o+o 1 7 ooo 1 7 ooo 2 5 o-o 2 7 ooo 2 7 +oo 2 6 ooo 3 4 ooo 3 5 o+o 3 6 oo+ 3 4 oo+,Na2 Sn2 O4\n1.0\n   3.5518183300926784    0.0000000000000000    0.0000000000000000\n   0.2124307623591808    5.9029009627369016    0.0000000000000000\n   0.2926078983297194    2.1848078266232465    5.7649587379403044\nNa Sn O\n2 2 4\ndirect\n   0.1896653831202426    0.8242011001285577    0.1132296417802208 Na\n   0.9251823521437935    0.8699536750613204    0.6422466897512478 Na\n   0.4773202611023324    0.3774832516373621    0.6292916253898171 Sn\n   0.7960597071664793    0.3103219258203378    0.1271392713990682 Sn\n   0.4325273412079882    0.1503589374580518    0.4446632122733160 O\n   0.9754209224577111    0.5574789869117845    0.4815853798659754 O\n   0.4416327693742723    0.5675719325791080    0.8588806345829587 O\n   0.7236671988684795    0.1004699204582737    0.8998233372717057 O\n,1
2.0,Mn Mn Pb Pb O O O O O O 0 6 ooo 0 5 ooo 0 8 ooo 0 7 ooo 0 4 o+o 0 9 oo+ 1 8 --o 1 7 -o- 1 4 o-- 1 4 oo- 1 7 o-o 1 5 ooo 2 6 -oo 2 6 ooo 2 9 o-o 2 9 o-o 2 4 oo- 2 7 ooo 2 5 o-o 2 5 ooo 3 8 oo- 3 8 ooo 3 7 oo- 3 6 ooo 3 9 oo- 3 4 oo- 3 7 ooo 3 5 ooo,Mn2 Pb2 O6\n1.0\n  -3.6593414951221028    0.0000000000000000    0.0000000000000000\n  -1.4141354068700152   -6.9316041624101175    0.0000000000000000\n  -1.2154859090063468   -3.4568110759901827    6.6612594224890849\nMn Pb O\n2 2 6\ndirect\n   0.9334327453143959    0.0040313026857992    0.9924335451096981 Mn\n   0.7936313552752662    0.5554332628162195    0.3787619322001891 Mn\n   0.2701395085128083    0.1677939916312517    0.2715100674313946 Pb\n   0.6139170590822084    0.6900645260042071    0.8607518297450534 Pb\n   0.6915869423563610    0.2874516768845466    0.3912590224268298 O\n   0.8130729191911086    0.2695685002049930    0.0059966287918191 O\n   0.2435979044200184    0.5805019635669277    0.5089578059577349 O\n   0.1554971856267070    0.7694007269287899    0.5434419800577377 O\n   0.0238758802628157    0.6889452205735044    0.0777007594668105 O\n   0.4523232652043452    0.0010786025974169    0.9370488419013059 O\n,1
2.0,Ti Ti Si Si 0 2 ooo 0 2 +oo 0 2 ++o 0 3 o-o 0 3 ooo 0 3 +oo 0 0 ++o 1 3 -oo 1 3 ooo 1 3 o+o 1 2 ooo 1 2 oo+,Ti2 Si2\n1.0\n   2.9762288486739061    0.0000000000000000    0.0000000000000000\n  -0.0137813722021246    3.0240769377943666    0.0000000000000000\n  -0.0229767229779708   -0.0313352816570691    6.6704700691215031\nTi Si\n2 2\ndirect\n   0.0238594171236958    0.9757439646042614    0.0442333770375172 Ti\n   0.0391434464058339    0.9826899801952383    0.5446188923664794 Ti\n   0.5368738550488141    0.4892905357976964    0.2953317535600136 Si\n   0.5293957967086179    0.4795645001460747    0.7935194557791307 Si\n,1
2.0,In In S S 0 2 --- 0 2 -o- 0 2 oo- 0 3 --o 0 3 o-- 0 3 -o- 1 3 o-o 1 3 ooo 1 3 +o+ 1 2 o++ 1 2 ooo 1 2 oo+,In2 S2\n1.0\n   3.7977478482003395    0.0000000000000000    0.0000000000000000\n   1.6757848969360902    3.5460915583037336    0.0000000000000000\n   1.7308673562166608    1.0078475100259356    7.8736711930372758\nIn S\n2 2\ndirect\n   0.0207532074229565    0.9591998295687058    0.9700294525791656 In\n   0.3202844581908882    0.6102539012598178    0.5024839576489700 In\n   0.7621465016277352    0.5415505749257843    0.7347627036140822 S\n   0.7228547142815001    0.0286870044798417    0.3404677426505681 S\n,1
2.0,Rb Bi I I I I I I I 0 3 ooo 0 5 ooo 0 8 oo+ 0 8 ooo 0 4 ooo 0 6 ooo 0 7 ooo 0 7 ooo 0 3 oo+ 1 7 oo- 1 6 ooo 1 6 o-o 1 4 ooo 1 5 oo- 1 8 ooo 2 7 --o 2 6 -o- 2 4 o-- 2 5 ooo 2 8 o-o 2 4 -oo 3 7 -oo 3 5 -oo 3 6 ooo 3 3 ooo 4 5 o-- 4 6 oo- 4 8 -oo 4 8 -o-,Rb1 Bi1 I7\n1.0\n  -7.4950502024069028    0.0000000000000000    0.0000000000000000\n  -0.1754580718176977   -8.4153813872261587    0.0000000000000000\n   2.9512583196047810    3.2469083984893139    9.2033819242688271\nRb Bi I\n1 1 7\ndirect\n   0.0295647560320279    0.9733069786204593    0.0829781986121039 Rb\n   0.8777268612818203    0.2663825470086973    0.5242305188216745 Bi\n   0.4919798172546734    0.6757172126055047    0.0849378789568023 I\n   0.9317874801355571    0.6058805328755745    0.7365067447729379 I\n   0.4788335802423203    0.9056974375935080    0.9278411361876193 I\n   0.0109523096242644    0.9363858405541754    0.4384709364204503 I\n   0.4800020416188853    0.1819595706714934    0.4135246546100668 I\n   0.2836559164919426    0.3975010772967427    0.0815666716039374 I\n   0.8841213765872157    0.3957298853027746    0.2932363826683593 I\n,1
2.0,Rb Rb Ga Cu F F F F F F 0 9 oo- 0 9 ooo 0 4 o-o 0 4 ooo 0 7 -oo 0 7 ooo 0 8 o-o 0 8 oo- 0 6 -oo 0 6 oo- 0 5 -oo 0 5 o-o 1 6 ooo 1 6 o+o 1 7 oo+ 1 7 o+o 1 9 o+o 1 9 +oo 1 8 ooo 1 8 +oo 1 4 oo+ 1 4 +oo 1 5 ooo 1 5 oo+ 2 9 ooo 2 4 ooo 2 8 ooo 2 7 ooo 2 6 ooo 2 5 ooo 3 5 --o 3 6 -o- 3 7 -oo 3 8 o-- 3 4 o-o 3 9 oo-,Rb2 Ga1 Cu1 F6\n1.0\n   4.2081330205836203    4.2066864621833853    0.0000000000000000\n   4.2081330205836203   -4.2066864621833853    0.0000000000000000\n   0.0000000000000000   -4.1807709182639767   -4.2094205561763021\nRb Ga Cu F\n2 1 1 6\ndirect\n   0.0020871949294941    0.4932396928960993    0.9999090540309694 Rb\n   0.5067603071039009    0.9979128050705059    0.9999090540309694 Rb\n   0.2587019454367034    0.7412980545632966    0.4997673927667767 Ga\n   0.7606589628386754    0.2393410371613246    0.4995014378518639 Cu\n   0.4856935938716171    0.5143064061283829    0.9638387959636163 F\n   0.0283028872381408    0.9716971127618592    0.5032887281608971 F\n   0.0250956238302180    0.9749043761697820    0.0353920430941952 F\n   0.4876457051394630    0.9767077275905037    0.4997077129073977 F\n   0.0232922724094964    0.5123542948605371    0.4997077129073977 F\n   0.4890937959247717    0.5109062040752284    0.4959369899945940 F\n,0
