bandgap,eform,SLICES
4.0,-4.0,Tb F F F Ni F F K F F F Sc K F F F F F 0 5 ooo 0 6 ooo 0 2 ooo 0 8 ooo 0 15 ooo 7 10 ooo 7 14 ooo 7 3 ooo 7 11 ooo 11 16 ooo 11 1 ooo 11 8 ooo 17 2 --o 17 12 oo- 17 13 o-o 17 10 -oo 17 8 o-o 17 1 -oo 4 13 oo- 4 5 -o- 4 15 o-o 4 6 -oo 4 12 ooo 4 16 oo- 9 13 o-o 9 7 o-- 9 15 ooo 9 12 ooo 9 1 oo- 9 10 ooo 16 14 ooo 16 13 -oo 16 13 o-o 16 5 -oo 16 6 o-o 16 2 --o
4.0,-4.0,O O Ta Ta O O Ta O Ta Ta O O O O O Ta 8 7 --- 8 2 -o- 8 12 oo- 8 13 ooo 8 1 -oo 8 5 -o- 8 11 ooo 10 4 ooo 10 11 ooo 10 13 ooo 10 3 o-o 10 0 ooo 10 5 ooo 10 6 ooo 10 13 ooo 12 13 ooo 12 1 ooo 12 14 ooo 12 5 o+o 12 7 o+- 0 1 o+o 1 2 oo- 3 9 oo- 3 11 oo- 3 6 ooo 3 13 ooo 4 5 oo- 4 7 ooo 4 1 o+o 4 9 o+o 5 6 oo- 5 1 ooo 6 12 oo- 7 13 +oo 7 2 ++o 9 1 o+o 9 2 o+- 11 15 +oo 11 15 oo-
4.0,-4.0,Ba Ba Ta Sb F F F F F F F F F F 0 11 ooo 0 11 -oo 0 10 --o 0 4 o-o 0 8 o-o 0 8 -oo 0 6 ooo 0 12 ooo 0 12 --+ 1 6 +oo 1 9 ooo 1 9 o+o 1 5 +oo 1 5 ++o 1 7 ooo 1 13 o+o 2 10 oo- 2 8 oo- 2 4 ooo 2 7 oo- 3 11 ooo 3 13 ooo 3 6 oo+ 3 12 ooo
4.0,-4.0,Pr Pr Pr O O O Al Al Al Al O O O O O Al O O Al Al 0 5 ooo 0 11 o-o 0 3 ooo 0 9 ooo 0 19 o-o 0 19 ooo 0 17 -oo 1 3 o-o 1 4 -o- 1 4 --o 1 8 ooo 1 13 oo- 1 15 --- 1 10 ooo 1 11 -o- 1 9 ooo 2 3 o+o 2 5 ooo 2 10 -oo 2 18 -+o 2 19 oo- 2 8 oo- 2 14 ooo 2 15 ooo 7 12 ooo 7 9 ooo 7 4 ooo 7 5 oo- 7 8 oo- 7 4 ooo 16 14 ooo 16 11 ooo 16 10 ooo 16 12 ooo 16 13 o-o 16 5 o-o 6 15 oo+ 6 8 ooo 6 12 ooo 6 5 oo+ 6 15 oo+ 6 13 +oo 13 11 o+o 13 17 ooo 13 10 o+o 13 9 ooo 19 8 ooo 19 12 oo+
4.0,-4.0,Ta Ti Ti Bi O O O O O O O O 0 4 -o- 0 9 o-o 0 8 oo- 0 5 --o 0 10 -oo 0 11 o-- 1 4 o-o 1 4 -oo 1 9 ooo 1 7 --o 1 8 o-o 1 6 -oo 2 10 ooo 2 6 ooo 2 11 oo+ 2 7 ooo 2 5 oo+ 2 8 ooo 3 11 ooo 3 10 ooo 3 9 ooo 3 8 oo- 3 5 oo- 3 4 ooo
4.0,-4.0,Tb Al Tb Tb Tb Tb Tb Tb Tb Al 0 5 --o 0 5 -o- 0 3 o-o 0 6 oo- 0 9 o-- 0 9 -oo 0 9 -o- 0 4 o-o 0 7 -oo 0 7 oo- 0 8 ooo 0 8 --- 1 6 ooo 1 6 -oo 1 5 ooo 1 5 -oo 1 7 ooo 1 7 o-o 1 9 --o 1 9 --o 1 8 o-o 1 8 ooo 1 8 ooo 1 8 --o 2 5 ooo 2 5 +oo 2 5 ooo 2 5 ++o 2 6 o+o 2 6 ooo 2 6 o+o 2 7 +oo 2 7 ooo 2 7 +oo 2 9 ooo 2 9 o+o 3 8 ooo 3 8 -oo 3 7 ooo 3 6 +oo 3 6 ooo 3 5 oo+ 3 3 oo+ 3 9 o-o 4 5 ooo 4 7 ooo 4 9 ooo 4 9 ooo 4 8 ooo 4 8 oo-
4.0,-4.0,Pr Pr Si Si Si Si Fe Fe Ni Si 0 5 oo+ 0 5 ooo 0 2 -oo 0 2 ooo 0 3 oo+ 0 3 o++ 0 4 o+o 0 4 -oo 0 7 o+o 0 7 ooo 0 6 o+o 0 6 -o- 0 9 oo+ 0 9 ooo 0 8 ooo 0 8 oo+ 1 3 o-o 1 3 ooo 1 6 ooo 1 6 ooo 1 2 --o 1 2 o-o 1 5 ooo 1 5 +o+ 1 9 +oo 1 9 o-o 1 8 ooo 1 8 +o+ 1 4 +oo 1 4 ooo 1 7 ooo 1 7 o-o 2 9 ooo 2 8 ooo 2 6 ooo 2 6 ooo 2 4 --- 2 5 --- 3 7 ooo 3 7 oo- 3 6 ooo 3 9 oo- 4 8 o-o 4 9 -oo 4 7 --- 4 5 ooo 5 8 o-o 5 8 --o 5 7 ooo 5 9 oo- 6 9 o+o 6 8 ++o 6 9 o+- 7 8 ooo 7 8 o++ 7 8 o+o 9 9 o+- 9 8 ooo
4.0,-4.0,Al Tb Tb O O 1 3 ooo 1 3 +oo 1 4 ooo 1 4 o-o 1 0 oo+ 1 0 ooo 2 4 -oo 2 4 ooo 2 3 o+o 2 3 ooo 2 0 o+o 2 0 ooo
4.0,-4.0,Pr Pr Pr Pr In In O O O O O O 0 10 o-o 0 7 +-o 0 8 ooo 0 6 +oo 0 9 +oo 0 11 ooo 1 10 ooo 1 9 ooo 1 8 o+o 1 11 ooo 1 7 ooo 1 6 ooo 2 10 ooo 2 8 -+o 2 11 ooo 2 9 oo+ 2 6 ooo 2 7 -oo 3 9 ooo 3 8 ooo 3 11 +-o 3 10 oo- 3 6 +oo 3 7 oo- 4 7 -+o 4 6 ooo 4 11 ooo 4 11 -oo 4 10 -o- 4 9 ooo 5 10 +-o 5 7 o-o 5 9 ooo 5 8 ooo 5 6 o-o 5 8 +oo
4.0,-4.0,Ba Ba V V F F F F F F F F F F F F F F 0 9 o-- 0 7 -oo 0 15 ooo 0 12 --- 0 6 --o 0 17 oo- 1 10 ooo 1 16 --o 1 13 -oo 1 8 o-o 1 11 --o 1 14 ooo 2 11 ooo 2 6 ooo 2 7 ooo 2 10 ooo 2 13 ooo 2 15 ooo 3 14 ooo 3 17 ooo 3 8 ooo 3 16 ooo 3 12 ooo 3 9 ooo 4 15 o+o 4 13 o+o 4 11 -oo 4 6 ooo 4 7 -oo 4 10 ooo 5 12 o-o 5 8 o-o 5 14 +oo 5 17 ooo 5 9 +oo 5 16 ooo
4.0,-4.0,Tb Tb Hf Hf Hf Hf W N N N N N N N N N N N 0 17 ooo 0 11 ooo 0 10 +oo 0 11 ooo 0 16 +oo 0 8 ooo 1 16 ooo 1 13 o-o 1 12 --o 1 9 ooo 1 9 -oo 1 8 o-o 2 16 ooo 2 10 ooo 2 15 -oo 2 13 ooo 2 13 -oo 2 17 ooo 3 8 oo- 3 8 +o- 3 15 +oo 3 16 ooo 3 17 ++o 3 14 o+o 4 9 o-o 4 17 oo+ 4 16 ooo 4 15 o-o 4 11 ooo 4 12 +oo 5 12 o+o 5 13 ooo 5 10 ooo 5 14 -oo 5 15 ooo 5 13 o+o 6 13 ooo 6 14 ooo 6 11 ooo 6 11 +oo 7 8 oo- 7 9 -o- 7 16 ooo 7 17 oo-
4.0,-4.0,F F Cr F K K F F F F F F Fe Si F F K K F F 4 15 o+o 4 6 ooo 4 1 ooo 4 6 ooo 4 7 ooo 4 0 ooo 4 8 o+o 4 8 +oo 5 3 ooo 5 0 -oo 5 7 ooo 5 10 ooo 5 13 o-+ 5 14 o-+ 5 19 oo+ 5 6 ooo 12 10 -oo 12 13 -o+ 12 10 ooo 12 8 ooo 12 3 ooo 12 8 o+- 12 15 ooo 12 1 ooo 16 13 ooo 16 7 -oo 16 6 ooo 16 14 -oo 16 17 ooo 16 15 -oo 16 15 ooo 16 8 o-o 2 1 ooo 2 13 -oo 2 6 ooo 2 6 -oo 2 13 ooo 2 10 -oo 18 17 ooo 18 14 ooo 18 15 ooo 18 19 -oo 18 13 ooo 18 19 -+o 9 1 ooo 9 0 oo- 9 3 oo- 9 6 o-o 9 17 o-o 9 8 ooo 11 13 ooo 11 15 ooo 11 19 -oo 11 7 -oo 11 17 ooo 11 0 ooo
4.0,-4.0,Tb Tb Tb Tb Tb Tb Tb Tb S S S S S S S S S S S S 0 8 ooo 0 9 ooo 0 16 o+o 0 13 o+o 0 11 ooo 0 12 oo+ 0 15 oo+ 1 9 ooo 1 8 +oo 1 17 oo+ 1 15 +o+ 1 14 +oo 1 10 ++o 1 12 oo+ 2 9 ooo 2 19 ooo 2 8 ooo 2 18 ooo 2 16 ooo 2 10 ooo 2 13 ooo 3 18 +oo 3 8 +oo 3 19 ooo 3 9 ooo 3 11 ooo 3 17 ooo 3 14 +oo 4 19 ooo 4 18 +oo 4 11 o-o 4 14 +-o 4 15 o-o 4 12 +o- 4 13 oo- 5 18 ooo 5 19 ooo 5 17 ooo 5 13 oo- 5 12 oo- 5 15 o-o 5 10 oo- 6 13 ooo 6 16 ooo 6 10 ooo 6 12 +oo 7 14 +oo 7 11 ooo 7 17 ooo 7 15 ooo
4.0,-4.0,Pr Pr Sm Sc Pr Tb Sm Dy Sm Ho Dy Pr 0 3 --- 0 3 --o 0 6 ooo 0 10 oo- 0 7 --- 0 9 ooo 0 11 ooo 0 2 --o 1 7 oo- 1 10 o+o 1 4 -o- 1 11 o+o 1 2 -oo 1 9 ooo 1 3 -oo 1 8 ooo 5 9 ooo 5 10 oo- 5 4 ooo 5 7 ooo 5 4 ooo 5 6 ooo 5 2 ooo 5 8 ooo 8 10 oo+ 8 7 ooo 8 4 +oo 8 11 o-o 8 6 ooo 8 2 o-o 8 9 ooo 8 3 ooo 6 11 ooo 6 2 ooo 6 3 +oo 6 4 ooo 9 10 ooo 9 3 ooo 9 7 --- 9 11 ooo 2 10 ooo 2 4 --- 2 4 --o 2 7 ooo 3 11 oo- 3 7 --- 7 3 --o 10 3 o-o 10 11 -oo 10 11 ooo
4.0,-4.0,Ta Ta P P Bi Pb O O O O O O O O O O O O 0 11 ooo 0 6 ooo 0 7 ooo 0 10 ooo 0 13 ooo 0 15 ooo 1 14 ooo 1 17 ooo 1 16 ooo 1 9 ooo 1 8 ooo 1 12 ooo 2 6 o-o 2 7 -oo 2 17 -o+ 2 15 o-o 2 12 o-+ 2 14 oo+ 3 13 o+o 3 16 ooo 3 9 ooo 3 8 ooo 3 11 ooo 3 10 o+o 4 15 o+o 4 11 -oo 4 14 -o- 4 13 ooo 4 9 -oo 4 8 ooo 5 16 --o 5 17 ooo 5 10 o-o 5 12 ooo 5 6 o-o 5 7 +oo
4.0,-4.0,F F F F F F K K Tb F F Sc F F F K F Tb 6 1 ooo 6 5 ooo 6 2 ooo 6 4 ooo 6 13 ooo 6 15 ooo 7 2 ooo 7 13 ooo 7 10 ooo 7 0 ooo 7 3 ooo 7 11 ooo 8 14 ooo 8 0 --o 8 3 -oo 8 4 o-o 8 10 o-o 8 17 -oo 9 13 ooo 9 5 ooo 9 16 oo- 9 1 oo- 9 4 ooo 9 11 ooo 11 3 --- 11 2 --o 11 5 ooo 11 13 ooo 11 0 o-o 11 10 -oo 11 1 --o 11 15 ooo 17 13 ooo 17 5 --o 17 13 oo- 17 12 ooo 17 12 -oo 17 16 o-o 17 3 -oo 17 2 --o 17 10 o-o 17 15 ooo
4.0,-4.0,Ho Gd O O O O 0 4 ooo 0 3 -o- 0 3 -o- 0 2 -oo 0 2 o-- 0 5 o-- 1 5 +oo 1 5 ooo 1 4 o+o 1 4 ooo 1 2 o+o 1 2 +oo 1 2 ooo
4.0,-4.0,Rb F F Hf F F K F F F 0 5 ooo 0 2 o++ 0 2 -oo 0 7 o+o 0 4 ooo 0 8 oo+ 0 1 ooo 0 1 oo+ 0 9 ooo 6 7 +oo 6 9 +o+ 6 8 o-o 6 4 oo+ 6 4 ooo 6 2 ooo 6 5 ooo 6 1 o-o 6 1 oo+ 3 8 ooo 3 7 --o 3 9 ooo 3 5 oo+ 3 1 --o 3 2 -oo
4.0,-4.0,O Nd O O Te Pr Pr Pr O O O O 5 2 ooo 5 3 -oo 5 3 o+o 5 10 ooo 5 8 o+o 5 11 -oo 5 11 ooo 5 9 o+o 5 9 -oo 5 0 o+o 6 2 ooo 6 0 ooo 6 10 ooo 6 9 ooo 6 2 oo- 6 8 ooo 6 8 oo- 6 0 ooo 7 11 o-- 7 2 +oo 7 8 o-o 7 10 +oo 7 3 o-o 7 3 +oo 7 0 ooo 7 9 o-o 1 10 ooo 1 2 ooo 1 11 ooo 1 0 ooo 1 8 ooo 1 9 ooo 4 11 --- 4 10 oo- 4 0 --o 4 3 ---
4.0,-4.0,Pr Pr Se F 0 2 ooo 0 2 +oo 0 2 o+o 0 2 ++o 0 3 ooo 0 3 oo+ 1 2 ooo 1 2 +oo 1 2 ++o 1 3 +oo 1 3 o+o 1 3 ooo
4.0,-4.0,Pr Er Bi O O O O O O O B B Pr B O B B B O B 0 4 o-o 0 6 oo- 0 3 --o 0 5 -o- 0 9 o-o 0 9 ooo 0 8 o-- 0 15 ooo 0 16 o-- 0 19 ooo 1 4 ooo 1 6 ooo 1 11 ooo 1 12 ooo 1 5 ooo 1 8 ooo 1 13 ooo 1 3 ooo 2 19 ooo 2 18 o-o 2 4 ooo 2 16 ooo 2 6 +oo 2 9 ooo 7 6 ooo 7 9 -oo 7 15 o+o 7 8 ooo 7 16 o+o 7 5 ooo 10 16 +oo 10 11 ooo 10 11 ooo 10 19 oo+ 10 9 ooo 10 14 ooo 10 3 oo- 13 6 o-o 13 18 -oo 13 3 ooo 13 15 oo- 13 15 ooo 17 4 -oo 17 11 ooo 17 5 -o- 17 12 oo- 12 9 o-o 12 11 ooo 14 6 o+o 14 8 ooo 16 5 -oo 16 4 ooo 16 15 o-o 16 13 +oo
4.0,-4.0,Ba Sr F F F F F F 0 2 +oo 0 2 ooo 0 3 ++o 0 3 o+o 0 5 ooo 0 6 ooo 0 7 ooo 0 4 oo- 1 3 --o 1 4 oo- 1 6 -oo 1 6 ooo 1 7 -o- 1 7 --- 1 5 ooo 1 5 o--
4.0,-4.0,F Tm K F F F K 2 3 ooo 2 3 +oo 2 4 ooo 2 4 +oo 2 4 ooo 2 5 ++o 2 5 o+o 2 5 o+o 6 5 ooo 6 0 oo+ 6 0 +o+ 6 0 -oo 6 0 --o 6 3 oo+ 6 3 ooo 6 4 o-o 1 0 oo- 1 3 -o- 1 5 o-o 1 5 --o 1 4 --- 1 4 ooo
4.0,-4.0,F F F Tb F Pb F Tb F 7 2 -oo 7 6 o++ 7 4 -++ 7 0 -+o 7 8 -oo 3 4 ooo 3 0 -+o 3 1 ooo 3 8 o+o 3 6 ooo 3 2 oo+ 3 1 -oo 5 0 -oo 5 0 ooo 5 2 ooo 5 8 ooo 5 1 ooo 5 4 -oo
4.0,-4.0,O Gd O O Gd Gd Gd O Te O 1 0 ooo 1 0 -oo 1 0 -+o 1 3 o+o 1 3 o++ 1 3 -oo 1 9 ooo 1 2 ooo 1 2 -oo 1 2 ooo 1 4 oo+ 1 4 o+o 5 8 ooo 5 8 +oo 5 8 ooo 5 5 +oo 5 4 o-o 5 4 ooo 5 2 ooo 5 7 +oo 5 7 o-o 5 7 ooo 5 3 o-o 5 3 +-o 6 8 ooo 6 8 +oo 6 0 ooo 6 0 +oo 6 2 ooo 6 9 ooo 6 9 +oo 6 9 ++o 6 4 ooo 6 4 o+o 0 9 -o- 2 9 ooo 7 9 o-o 7 3 --- 7 4 o-- 7 4 oo- 7 9 o-o 8 8 ooo
4.0,-4.0,K K Tm Ti Ti Ti Ti Ti In 0 4 ++o 0 4 o+o 0 5 ooo 0 5 +oo 0 5 ooo 1 4 ooo 1 4 +oo 1 2 ooo 1 2 +oo 1 3 +oo 1 3 ooo 2 3 ooo 2 8 +oo 2 8 oo- 2 8 ++o 2 8 o+o 3 8 ooo 3 8 +oo 3 5 o-o 3 7 ooo 4 7 ooo 4 7 +oo 4 6 o+o 4 6 o+o 5 6 ooo 5 8 o+o 5 8 ++o 5 8 -oo 5 7 ooo 6 7 +o+ 6 7 oo+ 6 8 ooo 6 7 oo+ 6 7 o+o
4.0,-4.0,O O O Pr Pr O Pr O Nb Pr O O O O O O O O Al O 3 19 -+o 3 14 o+o 3 5 o+o 3 16 -oo 3 7 ooo 3 0 ooo 3 10 -o- 3 1 -oo 6 18 ooo 6 11 ooo 6 12 ooo 6 2 ooo 6 7 ooo 6 10 ooo 6 1 oo+ 6 8 ooo 6 0 oo+ 6 1 ooo 9 14 +-o 9 1 o-o 9 10 o-o 9 17 +oo 9 5 +oo 9 13 +o+ 9 12 ooo 9 15 ooo 9 11 ooo 9 2 ooo 15 13 ooo 15 0 ooo 15 18 ooo 15 19 ooo 15 5 ooo 15 4 oo- 15 12 ooo 15 7 o-- 16 19 ooo 16 12 -oo 16 14 ooo 16 5 ooo 16 2 o-o 16 11 -oo 16 10 -o- 16 8 ooo 17 12 ooo 17 18 ooo 17 7 o-- 17 13 ooo 17 1 o-o 17 0 o-o 19 13 -oo 19 14 ooo 19 10 -o- 19 1 ooo 19 4 ooo 19 8 -o-
4.0,-4.0,K K Rb Hf O O O O 0 5 o-o 0 4 ooo 0 6 +oo 0 7 +-o 1 5 -oo 1 4 ooo 1 7 ooo 1 6 ooo 2 4 ooo 2 4 -oo 2 5 o-- 2 7 o-o 2 6 oo- 2 6 +o- 2 7 +oo 2 7 ooo 3 6 oo- 3 5 --- 3 7 o-o 3 4 ooo
4.0,-4.0,Ta F F F F F F F Ba F 8 1 ooo 8 7 o++ 8 5 -oo 8 4 ooo 8 6 -oo 8 3 o+o 8 2 ooo 8 2 -oo 8 9 ooo 8 9 oo- 8 1 oo- 8 3 ooo 0 3 o-o 0 1 +oo 0 5 ooo 0 4 oo+ 0 2 ooo 0 6 oo+ 0 9 ooo 0 9 o-o 0 7 ooo 0 7 -oo 6 2 oo- 6 2 o+o 6 4 o+- 6 4 oo- 6 5 oo- 6 1 ooo
4.0,-4.0,S Pr Pr Pr F 0 3 ooo 0 3 o+o 0 4 -oo 0 4 ooo 0 1 ++o 0 1 oo- 1 2 --o 1 2 o-o 1 2 ooo 1 2 -oo 1 3 ooo 1 4 -oo 2 4 +oo 2 4 ooo 2 4 ooo 2 4 o-o
4.0,-4.0,Ba Ti Ti Ti O O O O O O O 0 10 o-o 0 4 +o+ 0 5 ooo 0 7 +o+ 0 6 ooo 0 9 +oo 1 7 o+o 1 6 ooo 1 9 -o- 1 4 ooo 2 5 ooo 2 10 ooo 2 6 ooo 2 8 ooo 3 10 ooo 3 9 ooo 3 8 ooo 3 7 ooo
4.0,-4.0,Pr Pr Nd Pr F F F F F F F F 0 10 ooo 0 11 ooo 0 6 ooo 0 4 ooo 0 7 -oo 0 5 ooo 0 9 oo+ 0 9 +oo 1 11 ooo 1 10 ooo 1 8 ooo 1 8 +oo 1 5 ooo 1 6 ooo 1 4 +oo 1 7 oo- 2 11 ooo 2 10 --o 2 9 o-o 2 6 -oo 2 4 o-o 2 7 -oo 2 8 ooo 2 5 --o 3 8 oo- 3 5 --o 3 6 -o- 3 9 o-o 3 7 o-- 3 4 -oo
4.0,-4.0,O Sc O Sc Sc O O Sc O Sc 1 2 o+o 1 8 +oo 1 0 ooo 1 5 ooo 1 6 o+- 1 6 +o- 1 0 oo- 3 2 ooo 3 0 +oo 3 0 +oo 3 6 o+o 3 8 o+o 3 5 o+o 3 5 ooo 4 0 ooo 4 6 ooo 4 8 ooo 4 8 ooo 4 6 o-o 4 5 -oo 4 5 ooo 4 2 ooo 7 8 -oo 7 6 oo- 7 2 o-o 7 2 ooo 7 5 oo- 7 0 o-o 7 0 -oo 9 6 oo+ 9 5 o+o 9 2 ooo 9 8 +oo 9 8 oo+ 9 0 ooo 9 0 oo+
4.0,-4.0,V O Ti Ba Ba O O O O O O Ti Ba O 3 7 oo+ 3 8 ooo 3 13 ooo 3 10 o+o 3 1 +oo 3 9 ooo 3 5 o+o 3 5 ooo 3 11 o+o 4 5 oo- 4 1 ooo 4 6 ooo 4 8 ooo 4 6 -oo 4 11 ooo 4 7 ooo 4 9 o-o 0 7 oo+ 0 9 ooo 0 8 ooo 0 10 +oo 0 10 +oo 12 6 ooo 12 10 ooo 12 8 ooo 12 1 ooo 12 13 ooo 12 7 -oo 2 9 ooo 2 5 oo- 2 13 ooo 2 1 o-o 2 13 -oo 2 11 ooo 2 8 ooo 2 10 --o
4.0,-4.0,O O O Ti O Ba O Ba O Y O O 5 2 o+- 5 2 o+o 5 4 -oo 5 0 ooo 5 1 -oo 5 10 o+o 5 8 -oo 5 8 o+o 7 0 ooo 7 1 ooo 7 11 oo- 7 4 o+o 7 0 ooo 7 6 ooo 7 6 oo- 7 1 ooo 9 0 oo- 9 1 ooo 9 8 oo- 9 6 ++o 9 2 ++o 9 6 ++o 9 4 oo- 9 11 ooo 3 11 oo- 3 2 o-- 3 1 ooo 3 0 ooo 3 6 ooo 3 2 --- 10 8 ooo 10 4 ooo 10 2 ooo 10 11 ooo 10 0 ooo 10 1 ooo
4.0,-4.0,Sc Sc S Sc Sc Sc Sc Sc Ge Al 0 2 ooo 0 2 oo- 0 7 ooo 0 1 ooo 0 3 oo- 0 3 ooo 3 1 oo+ 3 9 ooo 3 6 ooo 3 6 -oo 5 2 o+o 5 2 oo- 5 6 ooo 5 1 o+o 5 1 o+- 5 1 oo- 4 6 o+o 4 6 oo- 4 9 +oo 4 9 ++o 4 1 +oo 4 1 +o- 4 2 o-- 4 8 oo- 7 6 o-o 7 1 ooo 7 9 oo- 7 9 ooo 7 2 oo- 7 2 ooo 8 9 -oo 8 9 oo- 8 1 -oo 8 1 -o- 8 6 o+- 8 6 ooo
4.0,-4.0,O O O O Pr O Nb Nb O O 4 1 -oo 4 8 -o- 4 2 oo- 4 3 ooo 4 3 oo- 4 0 ooo 9 1 ooo 9 1 ooo 9 8 ooo 9 8 ooo 9 3 ooo 9 0 ooo 5 3 o+o 5 8 o+o 5 2 ++o 5 0 +oo 5 1 ooo 5 1 ooo 5 1 o+- 5 8 o+o 6 3 ooo 6 0 ooo 6 1 -oo 6 2 ooo 6 2 --o 6 8 o-o 6 7 o-o 7 2 ooo 7 0 ooo 7 8 +o+
