eform_target,SLICES,eform_chgnet,poscar,novelty
-3.0,Cs Mg P P P O O O O O O O O O 0 11 ooo 0 11 ooo 0 13 o+o 0 5 +oo 0 12 ++o 0 6 ++o 0 6 o+o 0 8 +oo 0 9 +++ 0 9 ooo 0 10 oo+ 0 4 o+o 0 10 o+o 0 10 +oo 0 2 o+o 0 2 +oo 1 8 -oo 1 9 ooo 1 7 o-o 1 5 ooo 2 9 -oo 2 10 ooo 2 7 o-o 2 5 ooo 3 5 ooo 3 12 ooo 3 11 ooo 3 13 ooo 4 10 ooo 4 6 ooo 4 12 ooo 4 8 ooo,-1.8611816291202972,Cs1 Mg1 P3 O9\n1.0\n  -6.8969976448738084    0.0000000000000000    0.0000000000000000\n   3.1625324685930187    6.2199869770809304    0.0000000000000000\n  -0.0304793226094678   -2.9600185320811296   -7.0819716615695674\nCs Mg P O\n1 1 3 9\ndirect\n   0.8899889532680277    0.2322733671945196    0.1597416845951145 Cs\n   0.5641575678105935    0.8159026748833509    0.5526486539692312 Mg\n   0.5046487565907470    0.2609515701350227    0.6968527541045790 P\n   0.5704859902488822    0.6266709419630716    0.1995574020161452 P\n   0.5612280266719784    0.6311234746436616    0.8170675948483486 P\n   0.5145088048235084    0.7038227970798585    0.0279128621001100 O\n   0.6188650668032195    0.4324668137917929    0.0939436993940308 O\n   0.6230347040672052    0.1336754532765217    0.7233349321325211 O\n   0.3837635443980187    0.6269092427864082    0.6967429034466668 O\n   0.4346275775223656    0.2025693490682611    0.4736075778751004 O\n   0.2510558399164429    0.1053706144468531    0.5792869219319530 O\n   0.3670297252538435    0.5675903522318749    0.2966464661159702 O\n   0.7940380146125862    0.7782533394990201    0.7966343946833973 O\n   0.7541210794659347    0.8558726141561072    0.3468882592700877 O\n,1
-3.0,Na Hf Ni Ni F F F F F F F F F F 0 11 ooo 0 7 ooo 0 6 ooo 0 5 ooo 0 10 ooo 0 12 ooo 0 13 ooo 0 13 ooo 1 10 ooo 1 9 oo+ 1 4 ooo 1 12 ooo 1 11 ooo 1 8 ooo 1 5 ooo 1 12 ooo 2 7 --o 2 4 -oo 2 6 -oo 2 5 o-o 2 12 o-o 2 9 ooo 3 13 --o 3 8 -o- 3 9 -oo 3 11 o-- 3 10 o-o 3 13 ooo 4 10 ooo 4 12 ooo 4 8 ooo 4 5 ooo 5 9 oo+ 5 7 ooo 5 6 o++ 5 11 ooo 6 9 +o+ 6 12 +o+ 6 11 ooo 6 13 ooo 6 10 +oo,-2.532619030173382,Na1 Hf1 Ni2 F10\n1.0\n   5.6604720057531317    0.0000000000000000    0.0000000000000000\n  -1.0932136946089803    6.1881539252111102    0.0000000000000000\n  -0.5251534142939782   -2.1326691983952095    6.3862714877153728\nNa Hf Ni F\n1 1 2 10\ndirect\n   0.1246983161571836    0.8239079322337611    0.1629405175079062 Na\n   0.5344764084553811    0.4809096589418522    0.7906972853109326 Hf\n   0.0987394398833639    0.4172291351073820    0.4885347358371444 Ni\n   0.6190349517109482    0.3833540840128221    0.2388643549659815 Ni\n   0.6830558347782091    0.2902851813655087    0.9428361369085628 F\n   0.0275699210720516    0.1799703234033846    0.2416034579133799 F\n   0.9355995518429708    0.5983084111867629    0.3366034267798431 F\n   0.4765536089949772    0.0886457211457911    0.2229626411605358 F\n   0.3995551283276363    0.5248949919346670    0.0760342616479358 F\n   0.2432604233987922    0.6393777852416693    0.7711509449453827 F\n   0.4660795296437777    0.5416488946374085    0.4835774472748217 F\n   0.7808539846454617    0.3562797296233038    0.6038104213594292 F\n   0.2740320580026852    0.2096134752807765    0.6209991014292391 F\n   0.7818209106384025    0.7550527177563214    0.9229475016625580 F\n,1
-3.0,Tb Tb Mn Mn O O O O O O 0 8 ooo 0 6 -oo 0 5 o-o 0 5 ooo 0 9 o-o 0 7 ooo 1 9 oo- 1 4 oo- 1 4 o-o 1 6 oo- 1 7 ooo 1 5 oo- 2 6 ooo 2 4 +oo 2 8 o+o 2 9 oo+ 2 8 ooo 3 9 oo+ 3 6 ooo 3 7 ooo 3 8 ooo 3 4 +oo,-2.1327417427721342,Tb2 Mn2 O6\n1.0\n   5.4744216193036923    0.0000000000000000    0.0000000000000000\n   1.0539107713228157    5.4679893854463506    0.0000000000000000\n   1.2768243351420918    2.4649554444184272    5.0155101598321918\nTb Mn O\n2 2 6\ndirect\n   0.1898253738205773    0.6482860259339915    0.8595398824686614 Tb\n   0.7050410271346211    0.3096211761574902    0.3105285223546737 Tb\n   0.2707056857108439    0.7926438574641044    0.2951855232688703 Mn\n   0.7390091767416060    0.6613712560081376    0.5960632173725446 Mn\n   0.9056677941117863    0.3951623819625459    0.8964493302021056 O\n   0.4857030226780327    0.9663375693301459    0.4048457909284592 O\n   0.9829819121788766    0.9231151955532803    0.5112828873927762 O\n   0.0080636411859225    0.5990726808207817    0.2724082017829453 O\n   0.4895240052755446    0.7005278510713554    0.0348880437579091 O\n   0.4790308078942787    0.4543901203071785    0.6135850844321682 O\n,1
-4.0,Y Y Y Y Ho Ho Zr Zr O O O O O O O O O O O O 0 15 -oo 0 17 -o+ 0 18 -oo 0 19 oo+ 0 12 ooo 0 9 oo+ 1 18 ooo 1 13 o+o 1 15 o+o 1 16 o+o 1 17 ooo 1 17 ooo 2 8 ooo 2 10 ooo 2 12 o-o 2 19 o-o 2 16 ooo 2 19 o-o 2 9 ooo 3 16 ooo 3 12 ooo 3 14 ooo 3 18 ooo 3 17 ooo 3 11 oo- 3 14 ooo 4 10 ooo 4 13 +oo 4 17 +oo 4 18 ooo 5 16 oo- 5 11 ooo 5 15 o+- 5 19 ooo 5 8 ooo 5 9 ooo 6 17 ooo 6 18 ooo 6 16 ooo 6 13 ooo 6 10 oo- 6 12 ooo 7 14 ooo 7 15 oo+ 7 19 -oo 7 8 -oo 7 18 ooo 7 9 ooo,-3.2602965342617196,Y4 Ho2 Zr2 O12\n1.0\n   5.9685362963404849    0.0000000000000000    0.0000000000000000\n  -1.8662791453350844    5.7823769346366625    0.0000000000000000\n  -1.6179885718881895   -1.8270219295964261   10.7404360312344771\nY Ho Zr O\n4 2 2 12\ndirect\n   0.7150462930613617    0.9911153247216745    0.9351214867770382 Y\n   0.2107733519263408    0.0394986893919862    0.4184695106741027 Y\n   0.7718736030003454    0.0460508534954928    0.5814452587373611 Y\n   0.0801439694729375    0.5151428919314988    0.8783841944343170 Y\n   0.4985701670487450    0.4736288114399779    0.6613649701096698 Ho\n   0.4434144988025939    0.5851633992880331    0.3221184527001453 Ho\n   0.9201333431466613    0.6772148842117465    0.1305299800008823 Zr\n   0.7550187679407597    0.1564584414316905    0.2710765032369693 Zr\n   0.5031331335937947    0.7007109977358429    0.5316117696877027 O\n   0.9848461426802314    0.8094345432562361    0.9640996811547635 O\n   0.1152056156120733    0.2853839993547259    0.3026407109551013 O\n   0.6144980041459424    0.2559808541776211    0.4704404121283290 O\n   0.1671655221665480    0.2158851414751607    0.5954867246175091 O\n   0.8082938129809202    0.9106160048949851    0.3800618287093862 O\n   0.6899246207577583    0.8827003796663213    0.1289826637067258 O\n   0.2433658958947190    0.8061816311626187    0.2445056331441728 O\n   0.4319332284728520    0.6655553192647109    0.8223978073048124 O\n   0.6703312731520726    0.4364378416561068    0.2196834259756592 O\n   0.7737192956353743    0.2059560966278260    0.7759823422864578 O\n   0.9113947164978388    0.3661520879039709    0.0349802949255391 O\n,1
-4.0,Tm Tm Ta Ta O O O O O O O O 0 5 -o- 0 4 oo- 0 10 -oo 0 8 oo- 0 6 ooo 0 9 o+- 1 9 o-o 1 8 o-o 1 7 ooo 1 10 o-o 1 7 ooo 1 11 +oo 2 11 oo- 2 5 oo- 2 11 ooo 2 9 ooo 2 6 ooo 2 4 ooo 3 7 -oo 3 10 ooo 3 8 -oo 3 5 o+o 3 9 ooo 3 6 ooo,-3.0589302535823566,Tm2 Ta2 O8\n1.0\n   3.8179618940689091    0.0000000000000000    0.0000000000000000\n   0.0998994693578704    3.9422393055706100    0.0000000000000000\n   0.0513295947738146    0.2623733084501328   12.4921979455400720\nTm Ta O\n2 2 8\ndirect\n   0.3374073800295316    0.0526872112696108    0.9415299015825283 Tm\n   0.8447885240019363    0.2393555324671623    0.4453246365280194 Tm\n   0.3681347539113755    0.8645126659457303    0.6297061143644671 Ta\n   0.3867031488353887    0.9078355680340732    0.2588551129132428 Ta\n   0.3612047493046840    0.9564755461686838    0.4432548193819409 O\n   0.3499627142301898    0.8668231059889396    0.7739177142016436 O\n   0.8688763872036372    0.9016584863371747    0.5900116774310842 O\n   0.4064958142320987    0.4330970369688764    0.2954999350746289 O\n   0.8290088830483111    0.2798015532637277    0.9379728386969788 O\n   0.8847426962806448    0.9650800128158770    0.2935037177092537 O\n   0.3868074230788580    0.3862262207559060    0.5966036809708934 O\n   0.3565268197542889    0.9102721547343346    0.1139774470351470 O\n,1
-4.0,Lu Lu P P O O O O O O O O 0 10 --o 0 9 o-o 0 7 -oo 0 4 -oo 0 5 o-o 0 6 ooo 1 8 oo- 1 11 oo- 1 7 +o- 1 4 oo- 1 5 ooo 1 6 ooo 2 9 ooo 2 8 ooo 2 6 ooo 2 4 ooo 2 5 ooo 3 10 oo+ 3 7 ooo 3 11 ooo 3 8 oo+ 3 6 o+o 4 8 ooo 4 10 +oo 5 5 +oo 5 7 ooo,-2.7277829741372916,Lu2 P2 O8\n1.0\n   4.2036765223375099    0.0000000000000000    0.0000000000000000\n   1.5618679770635520    5.4115108799837364    0.0000000000000000\n   1.9407677853674767    0.8470906786425184    8.6071369973426357\nLu P O\n2 2 8\ndirect\n   0.5992077827349387    0.5778664444278638    0.2324733966579539 Lu\n   0.9641231204734503    0.7516979844123390    0.4990964931364176 Lu\n   0.9210692534061512    0.2154004205408839    0.7663604755902251 P\n   0.3623761470611365    0.1027724791545037    0.9923712957803669 P\n   0.9715087621730686    0.4579687195784662    0.6828596366835922 O\n   0.0915402555187622    0.5923518761575929    0.2832522117333521 O\n   0.4774757204487756    0.7817012653516456    0.4303906059548949 O\n   0.6221127349644765    0.2771456659258662    0.9196615373600457 O\n   0.8782687780477000    0.0292676790958036    0.6751496059821174 O\n   0.5624729321890842    0.8436087827977727    0.0327526716137172 O\n   0.0926693896024149    0.2245339752457389    0.1141186108865377 O\n   0.2343807357864216    0.0648320277213718    0.8433951124657727 O\n,1
-4.0,Na Na Na Na Hf Hf F F F F F F F F F F F F F F 0 10 --o 0 18 -oo 0 17 -oo 0 8 ooo 0 15 o-o 0 9 ooo 1 11 -oo 1 12 -oo 1 12 -oo 1 14 ooo 1 13 ooo 1 19 ooo 2 14 --o 2 10 ooo 2 11 --o 2 16 -oo 2 17 -oo 2 13 ooo 2 15 o-o 2 7 ooo 3 16 ooo 3 11 o-o 3 18 ooo 3 19 ooo 3 9 ooo 3 8 oo+ 3 19 ooo 3 18 ooo 4 16 ooo 4 13 ooo 4 12 ooo 4 9 ooo 4 7 ooo 5 18 ooo 5 18 ooo 5 6 ooo 5 10 ooo 5 12 ooo 5 19 ooo 5 17 ooo,-3.2627503210634687,Na4 Hf2 F14\n1.0\n   8.7508264013221027    0.0000000000000000    0.0000000000000000\n   3.8847852767243345    8.4690474369175099    0.0000000000000000\n   1.3432574963264103    2.3048009159331735   10.0973185285573681\nNa Hf F\n4 2 14\ndirect\n   0.9551271499950336    0.1621114262705428    0.8901346212484597 Na\n   0.2234432149874761    0.2441946454225283    0.6758878817799978 Na\n   0.1227657530269075    0.8141699252103831    0.7653822708116325 Na\n   0.4277731881478745    0.8510350332387882    0.7072411803463846 Na\n   0.5351276354659217    0.4199676270515617    0.8110743500332006 Hf\n   0.6571525820850903    0.0084305673135590    0.8511568283753016 Hf\n   0.4853055922179177    0.2078756974138609    0.9212923913272735 F\n   0.2466280850330608    0.8627835733705700    0.5800975844030982 F\n   0.2180940077165818    0.3695098420163625    0.3486680189365713 F\n   0.1943013938698467    0.0042700075836629    0.8137478157957762 F\n   0.5754355714605823    0.8502152212088206    0.9539441238828350 F\n   0.9696202489136587    0.3616399214692316    0.7487520928972535 F\n   0.8478735355391576    0.8688136472275855    0.7570675876826890 F\n   0.5138199704057274    0.0556921329799991    0.6986624932624483 F\n   0.5958908409182475    0.5897895289400574    0.7009526254368318 F\n   0.3367974753926080    0.5734773403297735    0.8886744927521459 F\n   0.7164228175756968    0.2099997996877802    0.7466063534716710 F\n   0.8201899958344625    0.9796564451495422    0.9809324131582083 F\n   0.6920418801925414    0.3527511917253476    0.9555701514437076 F\n   0.3923594038932552    0.4105603486793777    0.6838950615546876 F\n,1
-4.0,Na Na Na Sc F F F F F F 0 8 oo- 0 8 ooo 0 6 o-o 0 6 ooo 0 7 -oo 0 7 ooo 0 5 o-o 0 5 oo- 0 4 -oo 0 4 oo- 0 9 -oo 0 9 o-o 1 7 ooo 1 7 o+o 1 4 oo+ 1 4 o+o 1 5 ooo 1 5 +oo 1 8 o+o 1 8 +oo 1 6 oo+ 1 6 +oo 1 9 ooo 1 9 oo+ 2 8 ooo 2 6 ooo 2 5 ooo 2 4 ooo 2 7 ooo 2 9 ooo 3 9 --o 3 7 -o- 3 4 -oo 3 5 o-- 3 6 o-o 3 8 oo-,-3.537248743917125,Na3 Sc1 F6\n1.0\n   5.6940687802797489    0.0000000000000000    0.0000000000000000\n   2.8269337515849036    5.1033512773407024    0.0000000000000000\n   2.8418319857785876    1.6526741204701312    4.8229138884225620\nNa Sc F\n3 1 6\ndirect\n   0.9669045207720433    0.0206702825125116    0.9946403833208967 Na\n   0.5325624738794031    0.5203508822853440    0.5133849802619552 Na\n   0.7544508571830644    0.7857357068375860    0.7260872899766132 Na\n   0.2565929644229699    0.2829107847642686    0.2286806308137339 Sc\n   0.5856913182395752    0.4294281435319579    0.9322659809403971 F\n   0.9430018011243906    0.1278122101794608    0.5361285757320862 F\n   0.5483915596456768    0.9543211876576475    0.4028444195352118 F\n   0.9711794998132366    0.6052647730144683    0.0414915200326346 F\n   0.3455331357074145    0.0764081001225657    0.9796466646672629 F\n   0.1735025702656607    0.5259582518164597    0.4386382633235766 F\n,1
-4.0,Gd Gd O O O 0 4 ooo 0 4 +o+ 0 3 o-o 0 3 oo+ 0 2 +++ 0 2 ooo 0 2 +oo 1 2 -oo 1 2 o+o 1 2 ooo 1 4 ooo 1 3 ++o 1 3 o+o 1 3 ooo 2 4 --o 2 4 ooo 2 4 -oo 2 4 ooo,-3.4264919445507815,Gd2 O3\n1.0\n   3.7410648274806109    0.0000000000000000    0.0000000000000000\n   1.8530670374514615    3.2548887222842575    0.0000000000000000\n   0.0253377926985525    0.0262157048327557    5.9424856718018662\nGd O\n2 3\ndirect\n   0.0968224447885403    0.7916753657488673    0.1379232778083061 Gd\n   0.7608375581951876    0.4518334943301212    0.6455547261183596 Gd\n   0.7633270909577670    0.4543665279873685    0.2426821908159677 O\n   0.4374947036900937    0.1202815803875075    0.8886411479593861 O\n   0.0963374713298406    0.7880039867743749    0.5380745278666336 O\n,0
-4.0,Na Na Al Al F F F F F F F F 0 11 --- 0 9 oo- 0 4 -o- 0 8 o-o 0 5 ooo 0 10 o-- 0 6 ooo 1 8 oo- 1 10 ooo 1 5 o+o 1 11 ooo 1 7 oo- 1 9 oo- 1 9 ooo 2 9 --o 2 4 -oo 2 4 o-o 2 8 ooo 2 7 ooo 2 5 ooo 3 11 -oo 3 6 -oo 3 6 -oo 3 11 ooo 3 10 o-o 3 9 ooo,-3.53605904103666,Na2 Al2 F8\n1.0\n   4.7424921941566316    0.0000000000000000    0.0000000000000000\n  -2.1208901912479190    4.9586704842680573    0.0000000000000000\n  -1.1825067960571296   -0.7357559825482893    7.6326609398031549\nNa Al F\n2 2 8\ndirect\n   0.1456885689430068    0.0590224742906231    0.9688709254494398 Na\n   0.4683706320217692    0.2180168184543554    0.4812689103551183 Na\n   0.2659108893298396    0.6080754160509108    0.7039740817854272 Al\n   0.6451010788748540    0.7533725262182247    0.2242701054377207 Al\n   0.4435684312969145    0.4091489075332679    0.2101353427882682 F\n   0.6242058901062856    0.5986478453696729    0.7174455789490306 F\n   0.0330335622110007    0.8343988671758981    0.2276198827166564 F\n   0.1129065271588555    0.4381907003317973    0.8739182127006662 F\n   0.6012975008890128    0.8775176150031910    0.4163098683952670 F\n   0.0439644755377449    0.4056237344117543    0.5188251409331199 F\n   0.5697895625089872    0.9237885377309006    0.0512763827469273 F\n   0.2773962405743203    0.9298280448219427    0.6984621184511736 F\n,1
-4.0,Ca Ti F F F F F F 0 7 ooo 0 5 ooo 0 3 ooo 0 6 ooo 0 4 ooo 0 6 ooo 1 6 --o 1 5 -o- 1 7 -oo 1 4 o-- 1 2 o-o 1 2 oo-,-3.4845273712912634,Ca1 Ti1 F6\n1.0\n   6.3471584623669948    0.0000000000000000    0.0000000000000000\n  -2.0368910756780179    6.0251316746683496    0.0000000000000000\n  -2.2932191026070479   -2.9059692628037377    5.6708472616514136\nCa Ti F\n1 1 6\ndirect\n   0.0039510565568275    0.0379004475900269    0.0415845007563094 Ca\n   0.5223645643352987    0.7750506237363884    0.2983234790615230 Ti\n   0.9974130883131610    0.2930995331478086    0.2911442555835671 F\n   0.0688852242798980    0.7856064941876105    0.8540878905256654 F\n   0.7213725626859123    0.8869609484917587    0.6066220970817973 F\n   0.6801517862668726    0.8077422325331006    0.1257454126060756 F\n   0.3182523800996747    0.4455726840457409    0.1260474129694977 F\n   0.3599174061586054    0.9560774001140351    0.3166116097191470 F\n,1
-4.0,Hf Hf O O O O 0 4 -o+ 0 4 oo+ 0 2 -o+ 0 2 oo+ 0 3 o+o 0 3 ooo 1 3 oo- 1 3 ooo 1 5 +oo 1 5 ooo 1 5 o-o 1 4 ooo 2 5 o-+ 2 4 ooo 2 3 +o- 2 3 +oo 2 3 ooo 2 3 o+o 3 4 +oo 3 4 oo+ 4 5 o-+ 4 5 o-+ 4 5 +-+ 4 5 +o+,-3.490010567763672,Hf2 O4\n1.0\n  -3.5749677297063664    0.0000000000000000    0.0000000000000000\n   1.7597770147005234   -3.1279762509653875    0.0000000000000000\n   1.7518066013530249    1.0924756890869545    5.8686426503358406\nHf O\n2 4\ndirect\n   0.0234260745166859    0.1502788833478540    0.8478039453355457 Hf\n   0.0320415632736366    0.6650967809550536    0.3451116805999643 Hf\n   0.2781355575347727    0.2833703172519281    0.2203163365767895 O\n   0.2703308149693735    0.7729721555055906    0.7238595276405709 O\n   0.7775078324328167    0.5341945740093590    0.9718705487638931 O\n   0.7718551363312560    0.0297026350193275    0.4716185737299655 O\n,1
-4.0,Eu Eu Zr Nb O O O O O O 0 6 ooo 0 6 o+o 0 9 oo+ 0 9 o+o 0 8 ooo 0 8 +oo 0 5 o+o 0 5 +oo 0 7 oo+ 0 7 +oo 0 4 ooo 0 4 oo+ 1 5 oo- 1 5 ooo 1 7 o-o 1 7 ooo 1 9 -oo 1 9 ooo 1 8 o-o 1 8 oo- 1 6 -oo 1 6 oo- 1 4 -oo 1 4 o-o 2 5 ooo 2 7 ooo 2 8 ooo 2 9 ooo 2 6 ooo 2 4 ooo 3 4 --o 3 6 -o- 3 9 -oo 3 8 o-- 3 7 o-o 3 5 oo-,-2.91301676239202,Eu2 Zr1 Nb1 O6\n1.0\n   2.9292557223897844    5.0718709935562041    0.0000000000000000\n   2.9292557223897844   -5.0718709935562041    0.0000000000000000\n   0.0000000000000000   -3.3835732380779349   -4.7836971556883929\nEu Zr Nb O\n2 1 1 6\ndirect\n   0.0066278977065675    0.9933721022934324    0.0003698987498866 Eu\n   0.5068288883787105    0.4931711116212894    0.4990128465198778 Eu\n   0.2556813858744418    0.7443186141255582    0.7494603622418019 Zr\n   0.7554118968014281    0.2445881031985719    0.2495634417134312 Nb\n   0.5082618102311464    0.9978712543049372    0.0028007031272528 O\n   0.0016421009889467    0.4914264719496146    0.4962318806227209 O\n   0.0018824854456967    0.9981175145543033    0.4965441901484096 O\n   0.5089505373409905    0.4910494626590095    0.0037591728753980 O\n   0.0021287456950627    0.4917381897688538    0.0028007031272528 O\n   0.5085735280503855    0.9983578990110532    0.4962318806227209 O\n,1
-4.0,Ce Ce Ta Ta O O O O O O O O 0 11 -oo 0 10 -oo 0 4 -oo 0 9 ooo 0 6 ooo 0 8 o-o 0 5 ooo 0 7 o-o 1 5 o-o 1 11 ooo 1 10 ooo 1 7 +-o 1 8 +oo 1 6 +o+ 1 9 +oo 1 4 oo+ 2 9 -oo 2 5 ooo 2 8 o+o 2 11 o+o 2 10 ooo 2 6 ooo 2 7 oo+ 2 11 oo+ 3 10 ooo 3 4 oo- 3 4 ooo 3 9 +oo 3 5 ooo 3 5 oo- 3 6 ooo 3 8 ooo,-3.1503827476350903,Ce2 Ta2 O8\n1.0\n   3.9549225374512327    0.0000000000000000    0.0000000000000000\n  -0.0260854639966288    6.2410238449949285    0.0000000000000000\n  -0.2217989622289338   -1.5915707293093280    7.6613929384690183\nCe Ta O\n2 2 8\ndirect\n   0.7189133130355254    0.9306402129829728    0.7783726552295162 Ce\n   0.2608510785490902    0.2603879576987934    0.1700870308738793 Ce\n   0.7750331981160825    0.7653366279372987    0.2425943291559956 Ta\n   0.2049365443220259    0.3787457552154749    0.6973513241597051 Ta\n   0.2138647182849895    0.1541619233407067    0.8528005567347143 O\n   0.1741852933801659    0.2809505334168602    0.4606745644931585 O\n   0.7719715895593120    0.8579936459703449    0.4796109175633976 O\n   0.7053082653660597    0.3427130578546596    0.7259725891310349 O\n   0.7673662736332705    0.9940136776939215    0.1048578261986574 O\n   0.2726368630186921    0.7296812096453247    0.2081781648292058 O\n   0.7758544480147800    0.4487518186410843    0.1726736064135631 O\n   0.2131741838973934    0.6876952436362987    0.7570976202784087 O\n,1
