eform_target,SLICES,eform_chgnet,poscar,novelty
-4.0,Zr Zr Zr F F F F F F F F F F F F 0 14 ooo 0 12 ooo 0 10 ooo 0 9 ooo 0 7 ooo 0 4 ooo 0 13 ooo 1 12 --o 1 13 -oo 1 5 -oo 1 8 o-o 1 11 o-o 1 6 ooo 2 7 oo- 2 10 oo- 2 11 oo- 2 4 ooo 2 9 o-- 2 5 o-o 3 8 --o 3 7 -oo 3 12 -o+ 3 6 o-o 3 10 ooo 3 4 ooo 3 13 oo+ 3 9 ooo 4 9 o+o 4 14 o+o 4 11 +oo 5 8 o++ 5 10 +oo 5 9 +o+ 6 10 -o- 6 11 -o- 7 9 o+- 7 14 oo- 8 12 ooo 8 10 ooo,-3.911633524226739,Zr3 F12\n1.0\n   6.4645009334763959    0.0000000000000000    0.0000000000000000\n   1.0566207651613366    7.0434551062164772    0.0000000000000000\n   0.5292098942355896    2.7079320099287822    7.4172754732503412\nZr F\n3 12\ndirect\n   0.8022625080353478    0.0993461336703294    0.2914446548147505 Zr\n   0.3364208941196593    0.2272099300794581    0.5098319741122745 Zr\n   0.1671371839448367    0.7090539611465605    0.5532043875592511 Zr\n   0.3874063520695518    0.8977830588270395    0.5381795710427447 F\n   0.1624399952294188    0.6652707414479233    0.8056049624625894 F\n   0.8554837192636808    0.3490470547412489    0.1118228073046019 F\n   0.4101845360879123    0.5315161113994118    0.4576728075281488 F\n   0.6703222901084602    0.1861374001409011    0.5163272097079160 F\n   0.8523025570568872    0.8153550092271644    0.5432688361479806 F\n   0.0805724795860121    0.4269852477578479    0.5948988617472942 F\n   0.0608676263613178    0.1880138616581042    0.4188643939616074 F\n   0.1028607081456919    0.9012381322777716    0.2856091314662511 F\n   0.3393173672266649    0.0964087563938413    0.7672817122381042 F\n   0.7206670960194062    0.9600713364971266    0.1418474239117143 F\n   0.4652447408160202    0.2142809297415461    0.2647791885014367 F\n,1
-4.0,K K K Ho F F F F F F 0 6 oo- 0 6 ooo 0 9 o-o 0 9 ooo 0 8 -oo 0 8 ooo 0 5 o-o 0 5 oo- 0 4 -oo 0 4 oo- 0 7 -oo 0 7 o-o 1 9 ooo 1 9 o+o 1 4 oo+ 1 4 o+o 1 5 ooo 1 5 +oo 1 8 o+o 1 8 +oo 1 6 oo+ 1 6 +oo 1 7 ooo 1 7 oo+ 2 9 ooo 2 7 ooo 2 5 ooo 2 4 ooo 2 6 ooo 2 8 ooo 3 8 --o 3 6 -o- 3 9 -oo 3 5 o-- 3 7 o-o 3 4 oo-,-3.5456921165557964,K3 Ho1 F6\n1.0\n   3.8952985726920915    0.0000000000000000    0.0000000000000000\n  -0.6455306621785741    6.6143698052238165    0.0000000000000000\n  -1.6208207600541948   -0.2059939092382628    7.7380981705518606\nK Ho F\n3 1 6\ndirect\n   0.7637147047008633    0.9468771612829978    0.9274401281998347 K\n   0.4919068390006773    0.9248191384197910    0.4660893671026086 K\n   0.0953592475387119    0.3985168025990710    0.6210935391413070 K\n   0.4919994555805139    0.4965178560732774    0.1719838953198073 Ho\n   0.1249753752051195    0.0168186348553773    0.6945060533154931 F\n   0.8956398326313776    0.6558297053153923    0.3725546112175169 F\n   0.4816182999168230    0.3035807517463729    0.3989369911492640 F\n   0.9442778150944391    0.3376034322426061    0.1248587354679371 F\n   0.3239612706989145    0.7994432023986009    0.1352138291126384 F\n   0.5035049690786125    0.5368926446851920    0.9000415316301466 F\n,1
-4.0,Sm Sm Sm Sm Sm Sm O O O O O O O O 0 11 ooo 0 11 ooo 0 12 o+o 0 6 ++o 1 6 o-o 1 6 o-o 1 7 -oo 1 7 oo- 2 10 oo+ 2 10 +oo 2 13 +oo 2 10 o+o 3 13 ooo 3 8 +oo 3 9 o+o 3 8 ooo 4 11 -oo 4 9 ooo 4 9 o-o 4 8 ooo 5 10 --o 5 11 o-o 5 8 -oo 5 7 ooo,-3.2372883473856033,Sm6 O8\n1.0\n   6.4960808376626122    0.0000000000000000    0.0000000000000000\n   3.2391270931059091    5.8837513292497619    0.0000000000000000\n   2.9738852592703986    2.1645947109827670    5.9387863024498513\nSm O\n6 8\ndirect\n   0.8559270785989708    0.2954595753953391    0.0339902287051460 Sm\n   0.6577327994210368    0.5021996557759933    0.4798440449815466 Sm\n   0.4920368733899538    0.9806176508172779    0.0124971652854025 Sm\n   0.1408739348751561    0.6453332287633560    0.0764525821738757 Sm\n   0.3191462193284221    0.1063069929309992    0.5432640025379780 Sm\n   0.9871909813905716    0.8027033771153738    0.5419581448297677 Sm\n   0.0959230574937195    0.2169792626643930    0.2644030270914784 O\n   0.9667705849837539    0.4412616519682635    0.6201043456739210 O\n   0.6149090889949832    0.1392241317833135    0.6143747319857245 O\n   0.3459434934662542    0.6789004465572195    0.7167224210201928 O\n   0.7289125921626656    0.9301824980479267    0.2680060789465801 O\n   0.1826890851118141    0.0112249971186047    0.9262077112255012 O\n   0.8455834755320432    0.6751872530566609    0.9445342499315674 O\n   0.3794223494467433    0.6358076577594434    0.2772860595854235 O\n,1
-4.0,Eu Eu Zr Nb O O O O O O 0 9 oo- 0 9 ooo 0 7 o-o 0 7 ooo 0 4 -oo 0 4 ooo 0 5 o-o 0 5 oo- 0 6 -oo 0 6 oo- 0 8 -oo 0 8 o-o 1 6 ooo 1 6 o+o 1 4 oo+ 1 4 o+o 1 5 ooo 1 5 +oo 1 9 o+o 1 9 +oo 1 7 oo+ 1 7 +oo 1 8 ooo 1 8 oo+ 2 9 ooo 2 7 ooo 2 5 ooo 2 4 ooo 2 6 ooo 2 8 ooo 3 8 --o 3 6 -o- 3 4 -oo 3 5 o-- 3 7 o-o 3 9 oo-,-2.9130236288470983,Eu2 Zr1 Nb1 O6\n1.0\n   2.9283712794662016    5.0714697519575243    0.0000000000000000\n   2.9283712794662016   -5.0714697519575243    0.0000000000000000\n   0.0000000000000000   -3.3790361305732142   -4.7830248125370023\nEu Zr Nb O\n2 1 1 6\ndirect\n   0.9949110642357453    0.0050889357642547    0.9991714031449699 Eu\n   0.4950751287588229    0.5049248712411771    0.4984979321725149 Eu\n   0.2462833944766649    0.7537166055233351    0.7489920136112882 Zr\n   0.7463358958222207    0.2536641041777793    0.2489302297212044 Nb\n   0.9928851664682378    0.5000994170528461    0.0021319255576031 O\n   0.4998566586276032    0.0060826882455526    0.4959835583991130 O\n   0.9939173117544475    0.5001433413723970    0.4959835583991130 O\n   0.4999005829471539    0.0071148335317623    0.0021319255576031 O\n   0.4998459598709899    0.5001540401290101    0.0019650436094578 O\n   0.9929285591451074    0.0070714408548926    0.4948933618362710 O\n,1
-4.0,Tb Tb Nb Nb O O O O O O O O 0 9 -o- 0 11 oo- 0 11 -oo 0 8 oo- 0 4 -oo 0 4 o+o 0 7 ooo 0 7 o+o 1 6 --- 1 10 -oo 1 5 o-- 1 5 o-o 1 8 ooo 1 4 ooo 1 9 -o- 1 6 ooo 2 7 ooo 2 9 ooo 2 4 ooo 2 5 ooo 3 10 --o 3 11 -oo 3 6 o-o 3 8 ooo,-3.0248923140311876,Tb2 Nb2 O8\n1.0\n  -3.9546522192896565    0.0000000000000000    0.0000000000000000\n   0.4387557390926374    6.2404176774748352    0.0000000000000000\n  -0.0553078462155320   -2.1309354056288905   -7.1960479971023492\nTb Nb O\n2 2 8\ndirect\n   0.3967699792587099    0.9811685716527309    0.0277830986581491 Tb\n   0.0378481548040555    0.5364104224163661    0.6379742587082895 Tb\n   0.9538190408401701    0.4634519198182423    0.1138453683491620 Nb\n   0.5029593024296101    0.0471599379450407    0.5491218438839611 Nb\n   0.5161441375070105    0.3700742874215994    0.5854725170793469 O\n   0.9570297636019059    0.5951642965659538    0.3636577771455137 O\n   0.4487324972259719    0.3946160898663064    0.0563229455914556 O\n   0.4543303530796217    0.8470136669149554    0.7099057537997806 O\n   0.9952701142842942    0.1101887181087287    0.6009360928586265 O\n   0.4756241663960372    0.9090405931224468    0.3000797263444480 O\n   0.9195142865524022    0.1410424349363708    0.0792427784914780 O\n   0.0052029894771163    0.6618649036010154    0.9513468591111640 O\n,1
-1.0,Sr Sr Tl In In In Te Te Te Te Te Te Te Te 0 12 -oo 0 10 -oo 0 12 o+o 0 10 o+o 0 8 ooo 0 13 ooo 0 6 -oo 0 9 ooo 0 11 ooo 0 7 o+o 1 8 o-o 1 12 +oo 1 9 +oo 1 9 o-o 1 8 +oo 1 13 ooo 1 7 o-o 1 11 +oo 1 6 o-o 1 4 +oo 2 12 --o 2 13 ooo 2 6 ooo 2 6 o-o 2 7 --o 2 9 ooo 2 10 o-o 2 13 -o- 2 11 --- 3 7 oo- 3 7 -oo 3 7 o-- 3 12 --o 3 12 ooo 3 6 -oo 3 10 o+o 3 8 -oo 3 9 ooo 4 13 -oo 4 8 o+o 4 11 ooo 4 6 o+o 5 10 ooo 5 9 o-o 5 7 ooo 5 12 ooo 5 8 o-o 5 11 +oo,-0.7282250188323103,Sr2 Tl1 In3 Te8\n1.0\n   6.5030835878266613    0.0000000000000000    0.0000000000000000\n  -0.8316891441155033    9.5264025930560567    0.0000000000000000\n  -2.7962338359594376   -3.6139848788073894   11.7352027637389451\nSr Tl In Te\n2 1 3 8\ndirect\n   0.9898568827820438    0.8704890720245242    0.9001058834086559 Sr\n   0.5117864144541908    0.3563090428385969    0.0278667774619481 Sr\n   0.4472527125947468    0.6437071368052869    0.6226586666873670 Tl\n   0.9845348080162172    0.4248676515257004    0.7671955371565552 In\n   0.5522582167582812    0.9340113970453485    0.1242258186617624 In\n   0.1021385342494459    0.2145340548092625    0.2597700143921755 In\n   0.6265986392087123    0.5239948802213781    0.8301645307344472 Te\n   0.0523245110774984    0.3825720444977733    0.1110276049351880 Te\n   0.2878332183950882    0.6586338814563230    0.0242378356761836 Te\n   0.0761293528323825    0.1767231296650926    0.8302914760019564 Te\n   0.9587777136219463    0.6279313087998102    0.6431419037392442 Te\n   0.5353897696818073    0.2218068652171314    0.2634464305063226 Te\n   0.5182628412107078    0.0021047038905818    0.9175647199078735 Te\n   0.9944086812693693    0.9096218570269521    0.1810169022531832 Te\n,1
-1.0,Cs Cs Tl Tl Br Br Br Br Br Br 0 8 ooo 0 8 o+o 0 4 oo+ 0 4 o+o 0 6 ooo 0 6 +oo 0 5 o+o 0 5 +oo 0 7 oo+ 0 7 +oo 0 9 ooo 0 9 oo+ 1 5 oo- 1 5 ooo 1 7 o-o 1 7 ooo 1 4 -oo 1 4 ooo 1 6 o-o 1 6 oo- 1 8 -oo 1 8 oo- 1 9 -oo 1 9 o-o 2 5 ooo 2 7 ooo 2 6 ooo 2 4 ooo 2 8 ooo 2 9 ooo 3 9 --o 3 8 -o- 3 4 -oo 3 6 o-- 3 7 o-o 3 5 oo-,-1.1441186148002933,Cs1 Tl1 Br3\n1.0\n   5.8912085276273656    0.0000000000000000    0.0000000000000004\n   0.0000000000000009    5.8912085276273656    0.0000000000000004\n   0.0000000000000000    0.0000000000000000    5.8912220066239502\nCs Tl Br\n1 1 3\ndirect\n   0.5000000000000000    0.5000000000000000    0.0000020176365264 Cs\n   0.0000000000000000    0.0000000000000000    0.5010940448707508 Tl\n   0.0000000000000000    0.5000000000000000    0.5000403828862802 Br\n   0.0000000000000000    0.0000000000000000    0.0009575452081244 Br\n   0.5000000000000000    0.0000000000000000    0.5000403828862802 Br\n,1
-1.0,Ti Zn Zn Zn Zn Zn Zn Zn N N N N N N 0 8 oo- 0 8 -oo 0 12 -o- 0 10 oo- 0 9 ooo 0 9 oo- 1 11 --o 1 10 ooo 1 9 o-o 1 10 ooo 1 8 ooo 1 11 o-o 2 12 ooo 2 13 o+o 2 11 ooo 2 10 ooo 3 12 ooo 3 8 ooo 3 9 +oo 3 13 +oo 4 13 ooo 4 11 oo+ 4 13 oo+ 5 8 ooo 5 10 oo+ 5 9 ooo 6 12 ooo 6 11 ooo 6 9 ooo 6 13 ooo 7 12 ooo 7 10 o+o 7 8 ooo 7 9 ooo,-0.1387473040143265,Ti1 Zn7 N6\n1.0\n   3.6892899213111154    0.0000000000000000    0.0000000000000000\n  -0.6375605409649523    7.2635799564314016    0.0000000000000000\n  -1.3484807774846683   -1.9456190978851848    9.1629487332319481\nTi Zn N\n1 7 6\ndirect\n   0.8844930521938638    0.0298278186261672    0.8903896450346012 Ti\n   0.8759410093645992    0.5668561822637813    0.7154167351821585 Zn\n   0.0822403110518708    0.9215434219817423    0.6112516892959812 Zn\n   0.3017480572333830    0.3487460392602023    0.8508926685636066 Zn\n   0.0372218287133652    0.9521805375341953    0.3621901830725450 Zn\n   0.4548021076686127    0.9602512208778984    0.1919952448760348 Zn\n   0.6325420265831760    0.2112308971209661    0.6545266087331534 Zn\n   0.4047483417454674    0.7186424756504909    0.9585700528470380 Zn\n   0.1646921926073633    0.5118375380205505    0.3657871824010946 N\n   0.3725548699043248    0.4098958560495561    0.3720078289950375 N\n   0.8049625930846513    0.1470918465601800    0.0981540331874516 N\n   0.8789031983947311    0.7684351753664311    0.8881622231635175 N\n   0.3745482380796096    0.0759704539857665    0.7925989656963669 N\n   0.1341398896217656    0.1424849623458903    0.0928280064736118 N\n,1
-1.0,Tl Tl Tl Tl O O O O O O 0 6 o-o 0 6 +oo 0 5 oo- 0 9 o+o 0 8 ooo 0 8 ooo 1 4 --o 1 9 o-o 1 7 ooo 1 7 ooo 1 4 -oo 1 5 ooo 2 7 --- 2 6 -oo 2 9 o-- 2 4 --o 2 5 ooo 3 6 -oo 3 8 --o 3 9 ooo 3 5 -oo 3 4 o+o 3 8 ooo 3 7 o-o,-0.28022025173046927,Tl4 O6\n1.0\n   4.1626241763604499    0.0000000000000000    0.0000000000000000\n  -0.7279831022047289   -6.3919630612406051    0.0000000000000000\n  -1.8102919553678534    0.2000547786819203   -7.7766172637171715\nTl O\n4 6\ndirect\n   0.9272093190098245    0.8449197167995699    0.0953408526590683 Tl\n   0.6836946210307495    0.8299592501208275    0.5919408883443243 Tl\n   0.6486797283889667    0.3485287216134485    0.3022398797395870 Tl\n   0.3760705758093287    0.3098793557069297    0.7700071460906124 Tl\n   0.1417400415749408    0.9189082541389572    0.8334345349713307 O\n   0.9470717521086974    0.5413826135387751    0.5766457769126594 O\n   0.4748429314513313    0.8475813054669803    0.8419072089897981 O\n   0.0012505834636425    0.0802287178749383    0.4735014321493338 O\n   0.2142965620293840    0.6016558854144330    0.4740166851968103 O\n   0.3702277946018461    0.1007870898997049    0.4974395156232914 O\n,1
-1.0,K K Cu Cu Br Br Br Br Br Br 0 8 ooo 0 8 o+o 0 4 oo+ 0 4 o+o 0 6 ooo 0 6 +oo 0 5 o+o 0 5 +oo 0 7 oo+ 0 7 +oo 0 9 ooo 0 9 oo+ 1 5 oo- 1 5 ooo 1 7 o-o 1 7 ooo 1 4 -oo 1 4 ooo 1 6 o-o 1 6 oo- 1 8 -oo 1 8 oo- 1 9 -oo 1 9 o-o 2 5 ooo 2 7 ooo 2 6 ooo 2 4 ooo 2 8 ooo 2 9 ooo 3 9 --o 3 8 -o- 3 4 -oo 3 6 o-- 3 7 o-o 3 5 oo-,-0.8777241550141601,K1 Cu1 Br3\n1.0\n   5.1304881029257752    0.0000000000000000    0.0000000000000003\n   0.0000000000000008    5.1304881029257752    0.0000000000000003\n   0.0000000000000000    0.0000000000000000    5.1304881029257752\nK Cu Br\n1 1 3\ndirect\n   0.5000000000000000    0.5000000000000000    0.5000000000000000 K\n   0.0000000000000000    0.0000000000000000    0.0000000000000000 Cu\n   0.0000000000000000    0.5000000000000000    0.0000000000000000 Br\n   0.0000000000000000    0.0000000000000000    0.5000000000000000 Br\n   0.5000000000000000    0.0000000000000000    0.0000000000000000 Br\n,1
-1.0,Na Na S S S S 0 4 ooo 0 4 o+o 0 4 ++o 0 2 -oo 0 2 ooo 0 5 o+o 0 5 ooo 0 5 ooo 1 5 ooo 1 5 o-o 1 3 ooo 1 3 +oo 1 3 ooo 1 4 oo- 1 4 ooo 1 2 o-o 2 3 --- 2 3 -o- 2 5 o-o 2 4 oo- 3 4 -oo 3 5 ooo,-0.5856762858064783,Na2 S4\n1.0\n  -5.6704242437899470    0.0000000000000000    0.0000000000000000\n   1.5889383204508793    5.4885446590719225    0.0000000000000000\n  -0.1628789476019380   -0.7570438244931699   -5.8283737364864994\nNa S\n2 4\ndirect\n   0.1232897594462029    0.2171198883787553    0.0304119712327601 Na\n   0.7669156251552888    0.5853331015188064    0.6092234077973373 Na\n   0.6522747345571567    0.2950235433017289    0.1624202461378871 S\n   0.3997431889988848    0.9108959555570033    0.7880002355059096 S\n   0.2548305980417143    0.5488100097904536    0.6858651891592501 S\n   0.8950421310814695    0.6172014041986316    0.1097748573327583 S\n,1
-1.0,Al Cu Se Se 0 3 oo- 0 3 ooo 0 3 +oo 0 2 o-o 0 2 ooo 0 2 ooo 1 2 -oo 1 3 o+o 1 3 oo+ 1 2 ooo,-0.5734765050390624,Al1 Cu1 Se2\n1.0\n   3.9872075945115597    0.0000000000000000    0.0000000000000000\n  -1.9806655833109050   -3.4979355892744346    0.0000000000000000\n  -1.8340204931661626    0.3541212932414198   -7.4001194494434612\nAl Cu Se\n1 1 2\ndirect\n   0.0895427854345109    0.0459657074653552    0.1071079921124235 Al\n   0.9519371593009596    0.4221505337955955    0.4667877201206508 Cu\n   0.2658312079406022    0.0815228232881212    0.4288590568449356 Se\n   0.6988599220918728    0.3729361250214680    0.9905901123642235 Se\n,1
-1.0,Zr Tl Te 0 2 --o 0 2 -o- 0 2 -oo 0 2 o-- 0 2 o-o 0 2 oo- 0 1 -oo 0 1 o-o 0 1 oo- 0 1 ooo 1 2 -oo 1 2 o-o 1 2 oo- 1 2 ooo,0.07110173320475226,Zr1 Tl1 Te1\n1.0\n   0.0000000000000006    3.5299740186719788    3.5299740186719788\n   3.5299740186719788    0.0000000000000000    3.5299740186719788\n   3.5299740186719792    3.5299740186719788    0.0000000000000004\nZr Tl Te\n1 1 1\ndirect\n   0.5000000000000000    0.5000000000000000    0.5000000000000000 Zr\n   0.2499999999999999    0.2500000000000000    0.2499999999999998 Tl\n   0.0000000000000000    0.0000000000000000    0.0000000000000000 Te\n,1
-1.0,Tb Tb Sb Sb Os Os Os Os 0 4 -oo 0 4 oo- 0 6 -oo 0 7 ooo 0 3 -oo 0 3 ooo 0 5 oo- 0 2 ooo 1 2 --o 1 2 o-o 1 6 -oo 1 5 ooo 1 7 ooo 1 3 o-o 1 3 -oo 2 6 -o+ 2 5 oo+ 2 4 ooo 3 4 ooo 3 7 o+o 3 5 oo- 3 6 ooo 3 7 +o- 4 6 ooo 4 7 +o- 4 5 oo- 5 5 ooo 5 5 o+o 6 7 o-o 6 7 ooo 6 7 -oo 6 7 -+o,-0.16116360192952417,Tb2 Sb2 Os4\n1.0\n   4.7247769531754358    0.0000000000000000    0.0000000000000000\n  -0.9336550774638677    4.7587643851627242    0.0000000000000000\n  -0.1865540638348900   -1.9597735750140213    8.0654974143812357\nTb Sb Os\n2 2 4\ndirect\n   0.7551011386743864    0.8279602414644125    0.8720421939293341 Tb\n   0.1658005661413572    0.5290612786531173    0.4484966884202266 Tb\n   0.2944418115610902    0.1590298556079395    0.7073842166151951 Sb\n   0.2204750753547051    0.5466660545744709    0.0521097157162712 Sb\n   0.9351595644180876    0.9090831602952572    0.2369311439565632 Os\n   0.7665210179519765    0.0088492118508792    0.5569478172962995 Os\n   0.6939732045515068    0.3914458859660580    0.1470339773307375 Os\n   0.4678144922481722    0.0335463634574786    0.3074736155490740 Os\n,1
-1.0,Al In In In Br Br Br Br Br Br 0 5 --o 0 6 -o- 0 7 ooo 0 9 --- 1 8 o-o 1 8 -oo 1 4 o-- 1 6 ooo 2 5 o-o 2 4 -oo 2 7 -oo 2 9 ooo 2 8 oo- 2 6 ooo 3 6 ooo 3 7 ooo 3 7 oo+ 3 4 ooo 3 5 oo+ 3 9 ooo,-0.8277182486923825,Al1 In3 Br6\n1.0\n   7.3020930646679787    0.0000000000000000    0.0000000000000000\n   0.7650505195947694    7.7557844971493894    0.0000000000000000\n   1.9411735538180459    1.1233391815931584    7.9899339153192042\nAl In Br\n1 3 6\ndirect\n   0.2015389906395119    0.9915677393578400    0.1342946081092911 Al\n   0.5599611698163331    0.4719223186149155    0.7038555333189950 In\n   0.8362664021450242    0.7005559177602899    0.6748653736232434 In\n   0.7819890542291594    0.0666922269043316    0.0016262620214014 In\n   0.0903318641928472    0.4520685234528245    0.6612956808542856 Br\n   0.5640220519661607    0.4467684665356966    0.0201897423221836 Br\n   0.2568057855620559    0.9155531564658579    0.8719060046781690 Br\n   0.3314894344987196    0.8204887237556366    0.3315505038881030 Br\n   0.0556653315175093    0.2522248371098352    0.1969527220766129 Br\n   0.6849721937395956    0.1614354530151569    0.6359700333057967 Br\n,1
-1.0,Mg Mg Bi 0 1 oo+ 0 1 o+o 0 1 o++ 0 1 +oo 0 1 +o+ 0 1 ++o 0 2 o++ 0 2 +o+ 0 2 ++o 0 2 +++ 1 2 ooo 1 2 oo+ 1 2 +oo 1 2 o+o,-0.05778428681803375,Mg2 Bi1\n1.0\n   0.0000000000000006    3.5317123503640122    3.5317123503640122\n   3.5317123503640122    0.0000000000000000    3.5317123503640122\n   3.5317123503640127    3.5317123503640122    0.0000000000000004\nMg Bi\n2 1\ndirect\n   0.2500000000000001    0.2500000000000000    0.2499999999999999 Mg\n   0.7499999999999999    0.7500000000000000    0.7499999999999999 Mg\n   0.5000000000000001    0.4999999999999999    0.4999999999999998 Bi\n,1
