eform_target,SLICES,eform_chgnet,poscar,novelty
-2.0,Ca Ca Nd Nd Cu Cu Cu Cu O O O O O O O O O O O O 0 19 --o 0 13 --o 0 14 -oo 0 18 o-o 0 8 ooo 0 11 ooo 1 19 -oo 1 12 -oo 1 15 -oo 1 13 ooo 1 17 -oo 1 9 ooo 2 10 ooo 2 12 -oo 2 9 ooo 2 16 ooo 2 15 ooo 2 18 ooo 3 18 ooo 3 13 ooo 3 14 +oo 3 11 ooo 3 19 ooo 3 17 +oo 4 8 o-o 4 12 ooo 4 19 ooo 4 8 o-o 4 16 ooo 4 14 ooo 5 9 --o 5 8 -oo 5 9 o-o 5 18 ooo 5 17 o-o 5 10 ooo 6 18 --- 6 17 --- 6 18 -oo 6 13 o-- 6 14 -o- 6 19 ooo 7 15 -oo 7 11 ooo 7 17 ooo 7 10 ooo 7 16 ooo 7 19 ooo,-1.3234756929501956,Ca2 Nd2 Cu4 O12\n1.0\n   4.2403852229320238    0.0000000000000000    0.0000000000000000\n  -0.7415498787980389    6.6121092511325985    0.0000000000000000\n  -0.0484187535681169   -1.6635333037109294   13.0669668099199558\nCa Nd Cu O\n2 2 4 12\ndirect\n   0.6857594104447245    0.8310102052613404    0.2126544403417616 Ca\n   0.8201354039075039    0.2905053986875951    0.4700818446310967 Ca\n   0.1351378105280521    0.7162626235671877    0.0007252507544846 Nd\n   0.2290361414019193    0.3301723508920252    0.2336513378933583 Nd\n   0.2552736737258977    0.0138214216745978    0.6590088688209217 Cu\n   0.3807864131887753    0.8484678715952315    0.4313108215022735 Cu\n   0.7117045456729413    0.8901359339187275    0.5816824301481813 Cu\n   0.8717710495989185    0.5983043697080893    0.7293648764693664 Cu\n   0.6595461583930952    0.7813264036362342    0.0412721853093765 O\n   0.4275621879006617    0.0764397213330535    0.5308024536321150 O\n   0.7812379011055012    0.6213377729603315    0.5331618641163098 O\n   0.8820028541440186    0.4732578206287341    0.8446401069141123 O\n   0.3209060340731948    0.6567147986117128    0.3253095329411537 O\n   0.2094965438537261    0.9644354480798187    0.1730142727550559 O\n   0.0829155756884603    0.3907047116863784    0.7649266210529753 O\n   0.6176619531333009    0.5128161130945088    0.6083885277214056 O\n   0.8962012578075614    0.8720492605306472    0.7101688604183234 O\n   0.2554567402509134    0.0749636050142738    0.0860136195970669 O\n   0.7483221654005111    0.2236516289203865    0.3060082986324612 O\n   0.0788470977274175    0.5187423995117304    0.1236705921728698 O\n,1
-2.0,Li Fe Fe Fe O O O O 0 4 oo- 0 4 +oo 0 6 ooo 0 5 o-o 0 5 oo- 0 5 ooo 1 6 -oo 1 6 oo+ 1 7 o+o 1 7 oo+ 1 7 -oo 1 7 ooo 2 4 --o 2 4 o-o 2 5 -oo 2 5 ooo 2 7 ooo 2 7 ooo 3 7 --- 3 7 oo- 3 6 -o- 3 6 -oo 3 4 --- 3 4 ooo,-0.4099300307995608,Li1 Fe3 O4\n1.0\n   3.1531279265211096    0.0000000000000000    0.0000000000000000\n  -0.6006393389429264    5.2257783187461140    0.0000000000000000\n  -0.5454666551304819   -0.8724275058223009    5.2758726089644492\nLi Fe O\n1 3 4\ndirect\n   0.1795557037290826    0.0865491913282641    0.8812988252996601 Li\n   0.5198304836787468    0.6252314168440191    0.6727865683991403 Fe\n   0.8015834065732512    0.1439563294059468    0.4048938209184981 Fe\n   0.0326546037449395    0.6550194744943281    0.1574552699794163 Fe\n   0.2958051265874336    0.9331414951285318    0.5403180056288170 O\n   0.0543145394590801    0.4347308277024011    0.7901162315226765 O\n   0.5845437721193077    0.8681950752405367    0.0142937107944795 O\n   0.4661935213751993    0.4310591255288803    0.3164601435248189 O\n,1
-2.0,Li Li Cr Cr Fe O O O O O O O 0 8 o-o 0 8 o-o 0 9 -oo 0 10 oo- 0 7 ooo 0 10 o-- 0 5 o-o 0 6 oo- 1 5 -oo 1 7 ooo 1 11 -oo 1 11 ooo 1 10 ooo 1 8 ooo 1 6 ooo 1 4 ooo 2 9 --o 2 5 -o- 2 9 -oo 2 6 o-- 2 7 o-o 2 11 oo- 3 9 --o 3 8 -oo 3 10 o-o 3 4 o-o 3 4 ooo 3 5 ooo 4 5 ooo 4 6 ooo 4 6 ooo 4 11 +oo,-0.9199032857291668,Li2 Cr2 Fe1 O7\n1.0\n  -3.7308990534502788    0.0000000000000000    0.0000000000000000\n   1.7567725229663189    5.2384060117844857    0.0000000000000000\n  -0.0119483669499648   -2.4343880766841037   -6.9511971632480121\nLi Cr Fe O\n2 2 1 7\ndirect\n   0.9880154073117365    0.9723427449525597    0.0496435193696720 Li\n   0.0903872303698433    0.1338701221997840    0.5593316789621944 Li\n   0.4077476005835134    0.8107397307825455    0.7402411492037093 Cr\n   0.7206774373044769    0.4148046700745596    0.8563294767702205 Cr\n   0.6943963633577209    0.4034579006405579    0.2484792419349484 Fe\n   0.2990074504555299    0.5478438125552005    0.4105239810489926 O\n   0.8626914312023326    0.6455422799686141    0.1101422031564683 O\n   0.5660706465967158    0.0833247522315482    0.6279612159756923 O\n   0.0955471908211991    0.2570664799757473    0.3313817829835251 O\n   0.5344806518098542    0.1205265292312979    0.9924020743568429 O\n   0.8770426744831236    0.7459728753190531    0.7675266721439719 O\n   0.2459727160492982    0.4571644457650799    0.7998935622701998 O\n,1
-2.0,Rb Sm Se Se 0 2 o-o 0 2 -oo 0 2 oo- 0 3 --o 0 3 o-- 0 3 -o- 1 3 o-o 1 3 -oo 1 3 oo- 1 2 oo+ 1 2 +oo 1 2 o+o,-1.7387531100756837,Rb1 Sm1 Se2\n1.0\n   8.1348906179353033   -2.1832962720571691    0.0000000000000000\n   8.1348906179353033    2.1832962720571691    0.0000000000000000\n   7.5489229835249239    0.0000000000000000    3.7359054814274555\nRb Sm Se\n1 1 2\ndirect\n   0.0000386562767687    0.0000386562767691    0.0000386562767690 Rb\n   0.5003579527607835    0.5003579527607835    0.5003579527607834 Sm\n   0.7692916848611165    0.7692916848611165    0.7692916848611165 Se\n   0.2307637766850918    0.2307637766850921    0.2307637766850919 Se\n,0
-2.0,Li Li Li Li Mn Mn Mn Co O O O O O O O O 0 13 oo- 0 9 -o- 0 10 ooo 0 14 -oo 0 12 oo- 0 15 ooo 1 8 ooo 1 13 ooo 1 14 +oo 1 11 oo+ 1 12 ooo 1 9 o+o 2 11 o-o 2 14 o-+ 2 15 ooo 2 8 oo+ 2 10 o-o 2 15 ooo 3 13 --o 3 8 -oo 3 10 o-o 3 9 ooo 3 12 ooo 3 12 ooo 4 15 ooo 4 9 -oo 4 12 ooo 4 10 -oo 4 11 ooo 4 13 o+o 5 9 -oo 5 12 -oo 5 10 -oo 5 14 ooo 5 8 ooo 5 11 ooo 6 8 --- 6 11 --- 6 13 --o 6 15 -oo 6 14 o-o 6 8 ooo 7 15 oo- 7 13 ooo 7 9 oo- 7 11 o-- 7 10 ooo 7 12 o-o,-1.0845394979443355,Li4 Mn3 Co1 O8\n1.0\n  -2.9666476754190816    0.0000000000000000    0.0000000000000000\n  -0.0170502394243235   -5.5169732653734602    0.0000000000000000\n   1.2366070044609463    2.4033151720104993   10.3493593221908817\nLi Mn Co O\n4 3 1 8\ndirect\n   0.9591717816041297    0.0206898231238595    0.9472899565869957 Li\n   0.3247248090772599    0.9075573790565108    0.5006613857271093 Li\n   0.8121172476423695    0.4405879643830184    0.4808599020360795 Li\n   0.4481661488882150    0.4956985680451912    0.9429371567253615 Li\n   0.5329658381992524    0.3238999468001253    0.1772913088974900 Mn\n   0.4023037700579578    0.7133025297068355    0.7177305470323447 Mn\n   0.8830581981039080    0.2114786069117490    0.7101261475887872 Mn\n   0.0421745029870416    0.7846767666157832    0.1606663664481128 Co\n   0.5141539111939597    0.9492372010714817    0.0928958864855788 O\n   0.9482657727912540    0.6295670595798759    0.8239175168576164 O\n   0.4187364172526232    0.1273720190495954    0.8170419211368928 O\n   0.8612674660314297    0.7838889176939510    0.6033429262540113 O\n   0.2344944326613306    0.4585982772773318    0.3423690034909767 O\n   0.3143822229610543    0.7232542946946765    0.3260022376492724 O\n   0.9685382273713862    0.4334861542524695    0.0653548721418931 O\n   0.3364065349738222    0.2742103898639784    0.5941195137513010 O\n,1
-2.0,Li Li Li Li Li Li Mo Mo O O O O O O O O O O O 0 8 o-o 0 14 ooo 0 18 +oo 0 9 +oo 0 15 ooo 1 15 -oo 1 17 -oo 1 12 o+o 1 8 ooo 1 16 ooo 1 13 o+o 2 14 --- 2 11 -oo 2 15 o-- 2 10 o-o 2 14 ooo 2 12 o-o 3 10 ooo 3 15 o-o 3 17 ooo 3 17 o-o 3 11 ooo 3 9 o-o 4 16 ooo 4 13 oo+ 4 15 ooo 4 11 ooo 4 9 ooo 5 14 oo- 5 17 oo- 5 10 ooo 5 8 ooo 5 12 ooo 6 15 ooo 6 8 ooo 6 16 -oo 6 11 ooo 6 14 ooo 6 13 ooo 7 17 ooo 7 9 +oo 7 12 o+o 7 15 +oo 7 16 +oo 7 10 +oo,-1.224124516844161,Li6 Mo2 O11\n1.0\n  -5.6582184687939225    0.0000000000000000    0.0000000000000000\n   2.0073855047010474   -5.3693477332232522    0.0000000000000000\n   2.8100201192936969    2.4008714974945149    8.9128671752574053\nLi Mo O\n6 2 11\ndirect\n   0.7077227776189745    0.9966039454433611    0.7976595160762350 Li\n   0.9546501862602862    0.9941944700856525    0.4782186959564242 Li\n   0.6465286572059483    0.0264657034280332    0.1069991588012749 Li\n   0.0678110082843025    0.3151972098026614    0.7289848812519456 Li\n   0.4421491664851880    0.1154087794212736    0.4605239787194969 Li\n   0.5676650543841881    0.6419216365426121    0.5467944939357948 Li\n   0.9268562789716499    0.6233852757552301    0.0256501083621276 Mo\n   0.9411770791534539    0.4659920124592422    0.3851406075376693 Mo\n   0.7775936017562415    0.4340047642705428    0.1438033398477186 O\n   0.2922265699915052    0.3722573827945073    0.5940386577264878 O\n   0.8795577246673413    0.3765484864783983    0.8728235443062589 O\n   0.7051392989471066    0.0102151258889542    0.5868842352174773 O\n   0.9070989273806083    0.9204333073580699    0.6725894296846264 O\n   0.6229844260782511    0.4224385216441664    0.4005686374780220 O\n   0.2758203200777356    0.8286425980768307    0.1074953833148512 O\n   0.1373378947423275    0.5402697200237814    0.6027608535066281 O\n   0.9294092532539371    0.1566528242080404    0.3084887242986284 O\n   0.1445195636840493    0.7905082752685221    0.3905388918136822 O\n   0.7434146141598666    0.8152123106169782    0.9628250047231984 O\n,1
-2.0,Mn Mn Te Te O O O O F F F F 0 6 o-o 0 5 ooo 0 8 o-o 0 4 ooo 0 9 +-o 0 10 +oo 1 7 -oo 1 8 -+o 1 4 ooo 1 6 o+o 1 9 ooo 1 5 ooo 2 11 ooo 2 11 ooo 2 10 ooo 2 7 ooo 2 5 ooo 2 9 ooo 3 4 -oo 3 11 ooo 3 8 ooo 3 10 oo- 3 7 oo- 3 6 ooo,-1.1942183431798694,Mn2 Te2 O4 F4\n1.0\n   5.4870254128329128    0.0000000000000000    0.0000000000000000\n  -1.7113361137567320    5.5161362840684331    0.0000000000000000\n  -0.6886059684249431   -1.8861100919711851    6.6854918035858102\nMn Te O F\n2 2 4 4\ndirect\n   0.2222940952473541    0.1586750861319234    0.1162546389632944 Mn\n   0.5173795008314954    0.6708424488943080    0.8234257597341780 Mn\n   0.0888645544081074    0.8912274407956858    0.5894312431259360 Te\n   0.8190518513929023    0.6769199784321029    0.2220369254662269 Te\n   0.8278378147405058    0.5333492387333445    0.6422939727283772 O\n   0.6599533883046206    0.3078639514459149    0.2975872239841087 O\n   0.7441320638374050    0.2970836030733782    0.4910455758642643 O\n   0.3808491859407308    0.7875447683074385    0.5836565450647432 O\n   0.3171729399471998    0.8405366281628801    0.0114837153662585 F\n   0.8641518210143214    0.9963092349891430    0.9125647554659196 F\n   0.3532558919328672    0.3193364579972703    0.8790181964023895 F\n   0.1612536978359263    0.2313755203965011    0.4004181515611084 F\n,1
-2.0,Ba Ba Nb Nb N N O 0 5 oo- 0 5 o+o 0 5 +oo 0 5 +++ 0 6 ooo 0 6 oo- 0 4 o+o 1 4 --- 1 4 -oo 1 5 o-o 1 6 oo+ 1 3 ooo 1 3 oo- 1 4 o+o 1 6 +oo 2 6 ooo 2 4 ++o 2 4 oo- 2 3 ooo 2 5 oo- 2 5 o+o 3 6 --- 3 6 -oo 3 6 --o 3 4 ooo 3 4 o-- 3 5 -o-,-1.3515921405514528,Ba2 Nb2 N2 O1\n1.0\n   3.6965224930227629    0.0000000000000000    0.0000000000000000\n  -1.6532255110818230    6.3245900722912687    0.0000000000000000\n  -1.6949996415073563   -0.8928079398375240    7.8032805895434132\nBa Nb N O\n2 2 2 1\ndirect\n   0.3970838088769764    0.2359308637592594    0.1590099669080867 Ba\n   0.0619503511264787    0.9234248333272641    0.6878917930743194 Ba\n   0.6417513513145797    0.7480771771192524    0.0413377314564324 Nb\n   0.2493057813052296    0.7283081070655960    0.3063996274513963 Nb\n   0.0820524560036184    0.6097426616606577    0.0429142976346977 N\n   0.8170167855148818    0.8559158414295457    0.3295577984642603 N\n   0.7198143700084757    0.0203895465262526    0.9428897786322437 O\n,1
-3.0,K K Al Al Si Si O O O O O O O O 0 9 oo- 0 9 o-o 0 12 -oo 0 6 o-o 0 5 oo- 0 13 ooo 1 7 ooo 1 8 oo+ 1 10 ooo 1 11 +oo 1 12 o+o 1 12 ooo 2 12 ooo 2 10 -oo 2 10 o-o 2 13 -oo 2 8 o-o 2 11 ooo 3 8 ooo 3 6 ooo 3 11 ooo 3 11 ooo 3 7 oo- 3 9 ooo 4 13 ooo 4 10 ooo 4 13 ooo 4 12 ooo 5 8 ooo 5 11 ooo 5 9 ooo 5 6 ooo,-2.345456489916294,K2 Al2 Si2 O8\n1.0\n   5.2022229079163731    0.0000000000000000    0.0000000000000000\n  -0.8802278763018314    5.5363494700773552    0.0000000000000000\n  -2.4144572648245699   -2.5337162935659507    9.0647783358172926\nK Al Si O\n2 2 2 8\ndirect\n   0.6030533757761060    0.9941078464602758    0.8512514971955890 K\n   0.7790699971491597    0.7876551838665034    0.4402230622166660 K\n   0.1973812854989659    0.1727884575065658    0.2658972461810096 Al\n   0.8220562966102565    0.4636812908285079    0.7377974660618931 Al\n   0.1495136405520376    0.3545296502785020    0.5997007163461497 Si\n   0.1313861468590826    0.5908070306007692    0.0890899972695136 Si\n   0.0377424950683486    0.6130709821706068    0.6565817853586234 O\n   0.0548433124783773    0.2943472915405138    0.1006795803343925 O\n   0.5020355654766934    0.3689891217250619    0.2671700338368463 O\n   0.1611232187720919    0.8494379063955391    0.2116496262597529 O\n   0.4770051638617611    0.4478950355668894    0.6819104961093301 O\n   0.9362878447957357    0.5820121178154476    0.9304028452529862 O\n   0.9361789653316382    0.1870180155782252    0.6671298192809387 O\n   0.0810401428803923    0.2416840637254002    0.4244458409048907 O\n,1
-3.0,Ca Ti Ti Zn O O O O O O 0 6 ooo 0 9 +oo 0 4 ooo 0 7 o+o 0 5 oo- 0 8 oo- 1 9 --o 1 9 ooo 1 7 -oo 1 4 ooo 1 8 -oo 1 8 ooo 2 6 --- 2 5 o-o 2 4 -oo 2 7 ooo 2 6 o-- 2 8 ooo 3 9 --o 3 5 oo- 3 4 ooo 3 7 ooo 3 8 ooo 3 6 oo-,-2.70813944202474,Ca1 Ti2 Zn1 O6\n1.0\n  -3.6167260919513233    0.0000000000000000    0.0000000000000000\n  -0.0034702467194934   -3.6732715628695822    0.0000000000000000\n   1.7282688052229802    0.9200106362409048    9.6960279970652579\nCa Ti Zn O\n1 2 1 6\ndirect\n   0.6092401107490071    0.9724948932852110    0.9901464955854560 Ca\n   0.9756712467792992    0.5044863367621254    0.7282414800198553 Ti\n   0.2058594685376608    0.5304118539481052    0.2109569044038176 Ti\n   0.3592449857778746    0.1088307755440163    0.4919282721096755 Zn\n   0.9061658467696706    0.1213646074310019    0.5892756997991043 O\n   0.0439080924938990    0.3158295004280053    0.8884728538246032 O\n   0.1729040900391051    0.0171155562990377    0.1549199052257058 O\n   0.3080489929984174    0.5906382242347304    0.3992702622100692 O\n   0.4798054923657021    0.6813008432284811    0.7376894823143290 O\n   0.6647189644047351    0.5161799210264261    0.1407838828580588 O\n,1
-3.0,Rb Rb Y Tl F F F F F F 0 8 ooo 0 6 ooo 0 5 ooo 0 7 ooo 0 9 ooo 0 4 ooo 1 4 oo- 1 6 ooo 1 5 o-o 1 8 ooo 1 7 -oo 1 9 ooo 2 8 o-o 2 6 -oo 2 6 o-o 2 4 oo- 2 5 -oo 2 7 o-o 2 9 oo- 2 9 ooo 0 3 -oo 2 3 oo- 3 4 oo- 3 8 ooo 3 7 ooo 3 5 o+o 3 8 oo+ 3 6 o+o 3 9 o++ 3 4 +oo 3 4 oo+ 3 5 o+o 4 5 oo+ 4 5 +oo 4 9 +oo 4 9 o+o 4 7 ooo 5 7 oo+ 5 6 o-o 5 6 -oo 6 7 oo- 6 8 o-o 6 9 -oo 6 8 oo- 6 8 oo+ 6 9 o+o 7 8 o-+ 7 9 -o+ 7 9 -oo 7 8 o-+ 7 9 -oo 8 9 ooo,-3.2661125720245465,Rb2 Y1 Tl1 F6\n1.0\n   3.6037151710690738    0.0000000000000000    0.0000000000000000\n   1.6080025654823320    7.3185192265631764    0.0000000000000000\n   0.4732781601603999    0.8753496214497315    8.7421878924898824\nRb Y Tl F\n2 1 1 6\ndirect\n   0.8774938567285471    0.3227336879251138    0.8187173633459635 Rb\n   0.7789825732047757    0.7586714105164805    0.0711999394994426 Rb\n   0.4722677005115264    0.3384075861804977    0.3218922409805117 Y\n   0.5901577916014589    0.8571629120929387    0.6480863325531618 Tl\n   0.9314214482475727    0.3617966775624916    0.4819492927139026 F\n   0.1660957993309485    0.6515300760939040    0.7660350962722922 F\n   0.0518132640933120    0.1672526054429337    0.2646469975876858 F\n   0.3356369279056973    0.6300160006935747    0.3086839293647541 F\n   0.4637862980308347    0.4071153143021139    0.0805501040529207 F\n   0.4705041408696798    0.0360861680997826    0.8569495189870200 F\n,1
-3.0,Ba Ba Al Al V V O O O O O O O O O O 0 9 --o 0 9 o-o 0 8 --o 0 8 ooo 0 6 -oo 0 6 --o 0 15 -oo 0 10 --o 0 11 ooo 0 12 -oo 0 12 o-o 0 10 ooo 1 13 oo- 1 13 +oo 1 9 -oo 1 13 o+o 1 14 oo- 1 11 ooo 1 7 ooo 1 7 ooo 1 6 o+o 1 12 o+o 2 6 ooo 2 8 +oo 2 10 ooo 2 14 ooo 2 12 ooo 2 15 ooo 3 7 ooo 3 11 +oo 3 14 ooo 3 8 +oo 3 11 o-o 3 13 ooo 4 7 --- 4 12 -o- 4 8 o-o 4 14 oo- 4 10 oo- 5 6 ooo 5 15 o-o 5 9 +oo 5 13 ooo 5 9 ooo,-2.083631050407715,Ba2 Al2 V2 O10\n1.0\n   5.7316286345819583    0.0000000000000000    0.0000000000000000\n   2.0300233375453409    6.9704106542265327    0.0000000000000000\n   2.2404450876002682    1.2356713688831391    7.4071097897809084\nBa Al V O\n2 2 2 10\ndirect\n   0.9615207541612071    0.0159173392777028    0.9995561144299259 Ba\n   0.4499111723268214    0.2296999564471101    0.4943511128878734 Ba\n   0.1749142218521620    0.3932498603248249    0.1092220146100502 Al\n   0.2926770465014736    0.7110597686271412    0.6902134400004279 Al\n   0.8597384451063583    0.6572121202042862    0.4557390182823053 V\n   0.8617820242273697    0.5913846585887584    0.8890238234474861 V\n   0.8846929241353725    0.3767180429519185    0.0598379900280603 O\n   0.1988249488009750    0.5981044680006977    0.9263799034274757 O\n   0.6599949180663123    0.7933412214292230    0.9421179777929728 O\n   0.0550873005765804    0.6245817413938399    0.6349665348230674 O\n   0.3443731229399959    0.1576633700515205    0.0371286583000401 O\n   0.2449168457344274    0.9556722761557184    0.6822340287746281 O\n   0.5898287666582227    0.5578535145930852    0.5931120627564275 O\n   0.0684666873248387    0.4787430389234404    0.3213322636595217 O\n   0.4557019840489815    0.2115259674234471    0.1645985931354175 O\n   0.7876020186066092    0.9030229448464506    0.3747880230535291 O\n,1
-3.0,Sr Sr Sr Sr Sm Sm Cu O O O O O O O O 0 14 ooo 0 9 o++ 0 7 ooo 0 12 ooo 0 12 +o+ 0 13 oo+ 1 10 o-o 1 9 -oo 1 11 ooo 1 8 o-o 1 7 ooo 1 10 -oo 1 6 o+o 2 11 oo- 2 8 +oo 2 12 oo- 2 14 ooo 2 7 o-o 2 10 +oo 2 10 ooo 3 8 -oo 3 13 ooo 3 14 -oo 3 11 o+o 3 13 oo- 3 9 ooo 3 6 ooo 4 13 --- 4 10 --o 4 12 -oo 4 8 o-o 4 7 oo- 4 11 ooo 5 13 ooo 5 9 ooo 5 9 ooo 5 10 ooo 5 11 ooo 5 10 ooo 6 8 oo- 6 8 oo- 6 11 ooo 6 12 ooo 7 14 --o 7 13 -oo 7 7 o-o 7 9 ooo,-2.279106947108073,Sr4 Sm2 Cu1 O8\n1.0\n   3.6391996083537870    0.0000000000000000    0.0000000000000000\n   0.0680657361294867    9.4981352568519011    0.0000000000000000\n   0.1720887789180781    4.2633493796968596   10.8542453510600474\nSr Sm Cu O\n4 2 1 8\ndirect\n   0.4989566556877139    0.8499195146865941    0.3176351628962253 Sr\n   0.4792812421411999    0.6920948567850305    0.9846317153001443 Sr\n   0.9087081807506742    0.2790146650190403    0.2657823962902613 Sr\n   0.9522785012583874    0.6146840501822683    0.6686599962518449 Sr\n   0.9883378005060449    0.0007802635583343    0.5102040793440576 Sm\n   0.9687393763422821    0.3794795935325763    0.9538788582178576 Sm\n   0.0225359622046966    0.6375995761140134    0.2265290654306946 Cu\n   0.4453716994457682    0.4752309696335735    0.8050589805807133 O\n   0.9709234380407457    0.6309879945671373    0.8862289877678726 O\n   0.6495680527290165    0.3382604034443135    0.8011480078309294 O\n   0.4734388630137512    0.3574319255710362    0.0904526060315535 O\n   0.5236131455656458    0.6550003970158967    0.2125706354653456 O\n   0.4814022102322076    0.1589056789780324    0.4434490439650454 O\n   0.9904216901380102    0.0050477406381594    0.3208237462699125 O\n   0.4814238354506211    0.8058493418297548    0.5551027405064288 O\n,1
-3.0,La Gd Sm Fe O O O O O O 0 6 --- 0 6 o-- 0 9 -oo 0 9 o-o 0 7 oo- 0 8 -oo 0 4 ooo 0 5 ooo 1 8 -oo 1 8 -o- 1 6 o+o 1 7 o+o 1 4 oo- 1 5 ooo 2 9 o-o 2 7 +oo 2 4 ooo 2 6 ooo 2 5 oo- 2 7 ooo 3 9 ooo 3 9 ooo 3 5 +oo 3 4 ooo 3 8 ooo 3 6 ooo 3 7 ooo,-2.5901001205468765,La1 Sm1 Gd1 Fe1 O6\n1.0\n   3.5059197972100091    0.0000000000000000    0.0000000000000000\n  -0.2510971419435517    5.5459256059833004    0.0000000000000000\n  -1.2393884759746112   -1.8064730182925721    7.6842100368118107\nLa Sm Gd Fe O\n1 1 1 1 6\ndirect\n   0.9912787863866660    0.0976238171431809    0.9754070274629756 La\n   0.7234083807595397    0.2444328668167118    0.5162888590573378 Sm\n   0.5926844660641633    0.6725133460248690    0.2274508100136630 Gd\n   0.2873045251716017    0.7722065846532146    0.6129773860399340 Fe\n   0.8202874140310970    0.6885181891644063    0.6974792891120791 O\n   0.5640573677408083    0.0422456416341838    0.1603982652860363 O\n   0.2265892670038185    0.4544504602273053    0.4270282460377591 O\n   0.0261382478128166    0.5234466185004394    0.0626568315408880 O\n   0.4030467287808066    0.1304426264680891    0.7473031321942181 O\n   0.1459056905950940    0.9253211794948145    0.4212008544489477 O\n,1
